SAMPLE_INDEX,FUNCTION_NAME,FUNCTION_INDEX,PEAQ_OBJECTIVE_DIFFERENCE,PEAQ_OBJECTIVE_DIFFERENCE ^ 2.0
249,Lame MP3 Compression V7,6,0.69625,0.48476406250000004
249,Lame MP3 Compression V8,7,0.918,0.842724
249,Lame MP3 Compression V9,8,0.95225,0.9067800625000001
249,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
249,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
249,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
249,Lame Constant MP3 Compression Bitrate 64,12,0.57925,0.3355305625000001
250,Lame MP3 Compression V1,0,0.08225,0.0067650625
250,Lame MP3 Compression V2,1,0.08725,0.007612562499999999
250,Lame MP3 Compression V3,2,0.12725,0.0161925625
250,Lame MP3 Compression V4,3,0.31875,0.10160156249999999
250,Lame MP3 Compression V5,4,0.46825,0.2192580625
250,Lame MP3 Compression V6,5,0.68925,0.47506556250000004
250,Lame MP3 Compression V7,6,0.6565,0.43099224999999997
250,Lame MP3 Compression V8,7,0.83725,0.7009875625
250,Lame MP3 Compression V9,8,0.90725,0.8231025625
250,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
250,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
250,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
250,Lame Constant MP3 Compression Bitrate 64,12,0.59,0.34809999999999997
251,Lame MP3 Compression V1,0,0.05125,0.0026265624999999996
251,Lame MP3 Compression V2,1,0.1,0.010000000000000002
251,Lame MP3 Compression V3,2,0.12575,0.0158130625
251,Lame MP3 Compression V4,3,0.30875,0.09532656250000002
251,Lame MP3 Compression V5,4,0.51525,0.26548256249999996
251,Lame MP3 Compression V6,5,0.7285,0.5307122500000001
251,Lame MP3 Compression V7,6,0.73025,0.5332650624999999
251,Lame MP3 Compression V8,7,0.91175,0.8312880624999999
251,Lame MP3 Compression V9,8,0.9545,0.9110702500000001
251,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
251,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
251,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
251,Lame Constant MP3 Compression Bitrate 64,12,0.606,0.367236
252,Lame MP3 Compression V1,0,0.07075,0.005005562499999999
252,Lame MP3 Compression V2,1,0.13775,0.018975062500000004
252,Lame MP3 Compression V3,2,0.16725,0.027972562500000003
252,Lame MP3 Compression V4,3,0.35525,0.1262025625
252,Lame MP3 Compression V5,4,0.534,0.285156
252,Lame MP3 Compression V6,5,0.7185,0.51624225
252,Lame MP3 Compression V7,6,0.67875,0.46070156249999994
252,Lame MP3 Compression V8,7,0.83825,0.7026630625000001
252,Lame MP3 Compression V9,8,0.90775,0.8240100624999999
252,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
252,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
252,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
252,Lame Constant MP3 Compression Bitrate 64,12,0.603,0.36360899999999996
253,Lame MP3 Compression V1,0,0.075,0.005625
253,Lame MP3 Compression V2,1,0.09425,0.0088830625
253,Lame MP3 Compression V3,2,0.1895,0.03591025
253,Lame MP3 Compression V4,3,0.331,0.109561
253,Lame MP3 Compression V5,4,0.5615,0.31528225
253,Lame MP3 Compression V6,5,0.716,0.512656
253,Lame MP3 Compression V7,6,0.77375,0.5986890625000001
253,Lame MP3 Compression V8,7,0.8925,0.79655625
253,Lame MP3 Compression V9,8,0.902,0.813604
253,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
253,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
253,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
253,Lame Constant MP3 Compression Bitrate 64,12,0.5505,0.30305024999999997
254,Lame MP3 Compression V1,0,0.087,0.007568999999999999
254,Lame MP3 Compression V2,1,0.1695,0.028730250000000002
254,Lame MP3 Compression V3,2,0.2175,0.04730625
254,Lame MP3 Compression V4,3,0.33075,0.10939556249999999
254,Lame MP3 Compression V5,4,0.552,0.30470400000000003
254,Lame MP3 Compression V6,5,0.72725,0.5288925624999999
254,Lame MP3 Compression V7,6,0.7315,0.53509225
254,Lame MP3 Compression V8,7,0.93375,0.8718890625
254,Lame MP3 Compression V9,8,0.9605,0.9225602500000001
254,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
254,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
254,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
254,Lame Constant MP3 Compression Bitrate 64,12,0.5925,0.35105625
255,Lame MP3 Compression V1,0,0.0275,7.5625E-4
255,Lame MP3 Compression V2,1,0.1165,0.013572250000000001
255,Lame MP3 Compression V3,2,0.152,0.023104
255,Lame MP3 Compression V4,3,0.2515,0.06325225
255,Lame MP3 Compression V5,4,0.392,0.15366400000000002
255,Lame MP3 Compression V6,5,0.68775,0.4730000625
255,Lame MP3 Compression V7,6,0.73775,0.5442750625
255,Lame MP3 Compression V8,7,0.88775,0.7881000625000001
255,Lame MP3 Compression V9,8,0.9305,0.86583025
255,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
255,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
255,Lame Constant MP3 Compression Bitrate 128,11,0.01025,1.0506250000000001E-4
255,Lame Constant MP3 Compression Bitrate 64,12,0.5985,0.35820225000000006
256,Lame MP3 Compression V1,0,0.057,0.003249
256,Lame MP3 Compression V2,1,0.11625,0.013514062500000002
256,Lame MP3 Compression V3,2,0.17775,0.0315950625
256,Lame MP3 Compression V4,3,0.2775,0.07700625000000001
256,Lame MP3 Compression V5,4,0.407,0.165649
256,Lame MP3 Compression V6,5,0.661,0.43692100000000006
256,Lame MP3 Compression V7,6,0.69625,0.48476406250000004
256,Lame MP3 Compression V8,7,0.93875,0.8812515624999999
256,Lame MP3 Compression V9,8,0.96275,0.9268875625
256,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
256,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
256,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
256,Lame Constant MP3 Compression Bitrate 64,12,0.56475,0.31894256249999997
257,Lame MP3 Compression V1,0,0.0605,0.00366025
257,Lame MP3 Compression V2,1,0.10625,0.011289062499999999
257,Lame MP3 Compression V3,2,0.1405,0.019740250000000004
257,Lame MP3 Compression V4,3,0.2405,0.057840249999999996
257,Lame MP3 Compression V5,4,0.52025,0.27066006249999996
257,Lame MP3 Compression V6,5,0.68325,0.46683056250000005
257,Lame MP3 Compression V7,6,0.68075,0.46342056249999997
257,Lame MP3 Compression V8,7,0.92475,0.8551625624999999
257,Lame MP3 Compression V9,8,0.95375,0.9096390624999999
257,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
257,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
257,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
257,Lame Constant MP3 Compression Bitrate 64,12,0.59675,0.3561105625
258,Lame MP3 Compression V1,0,0.08425,0.007098062500000001
258,Lame MP3 Compression V2,1,0.12075,0.0145805625
258,Lame MP3 Compression V3,2,0.168,0.028224000000000003
258,Lame MP3 Compression V4,3,0.38675,0.14957556249999998
258,Lame MP3 Compression V5,4,0.56175,0.3155630625
258,Lame MP3 Compression V6,5,0.7525,0.5662562499999999
258,Lame MP3 Compression V7,6,0.75,0.5625
258,Lame MP3 Compression V8,7,0.90275,0.8149575625000001
258,Lame MP3 Compression V9,8,0.945,0.893025
258,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
258,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
258,Lame Constant MP3 Compression Bitrate 128,11,0.0135,1.8224999999999998E-4
258,Lame Constant MP3 Compression Bitrate 64,12,0.58825,0.3460380625000001
259,Lame MP3 Compression V1,0,0.0575,0.00330625
259,Lame MP3 Compression V2,1,0.1025,0.010506249999999998
259,Lame MP3 Compression V3,2,0.15625,0.0244140625
259,Lame MP3 Compression V4,3,0.3295,0.10857025000000001
259,Lame MP3 Compression V5,4,0.54725,0.2994825625
259,Lame MP3 Compression V6,5,0.71025,0.5044550625
259,Lame MP3 Compression V7,6,0.681,0.4637610000000001
259,Lame MP3 Compression V8,7,0.89375,0.7987890625
259,Lame MP3 Compression V9,8,0.934,0.8723560000000001
259,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
259,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
259,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
259,Lame Constant MP3 Compression Bitrate 64,12,0.5665,0.32092225
260,Lame MP3 Compression V1,0,0.08725,0.007612562499999999
260,Lame MP3 Compression V2,1,0.11525,0.013282562500000001
260,Lame MP3 Compression V3,2,0.15825,0.0250430625
260,Lame MP3 Compression V4,3,0.26925,0.0724955625
260,Lame MP3 Compression V5,4,0.5,0.25
260,Lame MP3 Compression V6,5,0.67975,0.4620600625
260,Lame MP3 Compression V7,6,0.69375,0.4812890625
260,Lame MP3 Compression V8,7,0.8985,0.8073022499999999
260,Lame MP3 Compression V9,8,0.95125,0.9048765625
260,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
260,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
260,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
260,Lame Constant MP3 Compression Bitrate 64,12,0.62,0.3844
261,Lame MP3 Compression V1,0,0.08375,0.007014062500000001
261,Lame MP3 Compression V2,1,0.1425,0.020306249999999998
261,Lame MP3 Compression V3,2,0.18625,0.0346890625
261,Lame MP3 Compression V4,3,0.3945,0.15563025000000003
261,Lame MP3 Compression V5,4,0.595,0.354025
261,Lame MP3 Compression V6,5,0.73675,0.5428005625
261,Lame MP3 Compression V7,6,0.75075,0.5636255625000001
261,Lame MP3 Compression V8,7,0.8915,0.79477225
261,Lame MP3 Compression V9,8,0.9375,0.87890625
261,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
261,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
261,Lame Constant MP3 Compression Bitrate 128,11,0.0045,2.0249999999999998E-5
261,Lame Constant MP3 Compression Bitrate 64,12,0.60875,0.37057656250000004
262,Lame MP3 Compression V1,0,0.125,0.015625
262,Lame MP3 Compression V2,1,0.18,0.0324
262,Lame MP3 Compression V3,2,0.23075,0.0532455625
262,Lame MP3 Compression V4,3,0.334,0.11155600000000002
262,Lame MP3 Compression V5,4,0.519,0.269361
262,Lame MP3 Compression V6,5,0.725,0.525625
262,Lame MP3 Compression V7,6,0.75025,0.5628750625
262,Lame MP3 Compression V8,7,0.89,0.7921
262,Lame MP3 Compression V9,8,0.9395,0.88266025
262,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
262,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
262,Lame Constant MP3 Compression Bitrate 128,11,0.00975,9.50625E-5
262,Lame Constant MP3 Compression Bitrate 64,12,0.60025,0.36030006249999996
264,Lame MP3 Compression V1,0,0.07525,0.005662562499999999
264,Lame MP3 Compression V2,1,0.148,0.021903999999999996
264,Lame MP3 Compression V3,2,0.17975,0.0323100625
264,Lame MP3 Compression V4,3,0.278,0.07728400000000002
264,Lame MP3 Compression V5,4,0.4565,0.20839225000000003
264,Lame MP3 Compression V6,5,0.70275,0.49385756249999996
264,Lame MP3 Compression V7,6,0.6635,0.44023225
264,Lame MP3 Compression V8,7,0.88425,0.7818980624999999
264,Lame MP3 Compression V9,8,0.934,0.8723560000000001
264,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
264,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
264,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
264,Lame Constant MP3 Compression Bitrate 64,12,0.596,0.355216
265,Lame MP3 Compression V1,0,0.06475,0.0041925625
265,Lame MP3 Compression V2,1,0.0785,0.00616225
265,Lame MP3 Compression V3,2,0.1525,0.02325625
265,Lame MP3 Compression V4,3,0.284,0.08065599999999999
265,Lame MP3 Compression V5,4,0.5255,0.27615025
265,Lame MP3 Compression V6,5,0.6415,0.4115222499999999
265,Lame MP3 Compression V7,6,0.753,0.567009
265,Lame MP3 Compression V8,7,0.92625,0.8579390625000001
265,Lame MP3 Compression V9,8,0.95625,0.9144140625000001
265,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
265,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
265,Lame Constant MP3 Compression Bitrate 128,11,0.00975,9.50625E-5
265,Lame Constant MP3 Compression Bitrate 64,12,0.594,0.352836
266,Lame MP3 Compression V1,0,0.044,0.0019359999999999998
266,Lame MP3 Compression V2,1,0.1635,0.026732250000000003
266,Lame MP3 Compression V3,2,0.20525,0.04212756249999999
266,Lame MP3 Compression V4,3,0.341,0.11628100000000002
266,Lame MP3 Compression V5,4,0.57875,0.33495156249999997
266,Lame MP3 Compression V6,5,0.6795,0.46172025
266,Lame MP3 Compression V7,6,0.75375,0.5681390625
266,Lame MP3 Compression V8,7,0.93325,0.8709555625000001
266,Lame MP3 Compression V9,8,0.96175,0.9249630624999999
266,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
266,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
266,Lame Constant MP3 Compression Bitrate 128,11,0.004,1.6E-5
266,Lame Constant MP3 Compression Bitrate 64,12,0.5915,0.34987225000000005
267,Lame MP3 Compression V1,0,0.07975,0.0063600625
267,Lame MP3 Compression V2,1,0.0885,0.007832249999999999
267,Lame MP3 Compression V3,2,0.1115,0.01243225
267,Lame MP3 Compression V4,3,0.28925,0.0836655625
267,Lame MP3 Compression V5,4,0.52925,0.2801055625
267,Lame MP3 Compression V6,5,0.645,0.41602500000000003
267,Lame MP3 Compression V7,6,0.77525,0.6010125625
267,Lame MP3 Compression V8,7,0.90725,0.8231025625
267,Lame MP3 Compression V9,8,0.94125,0.8859515625000001
267,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
267,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
267,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
267,Lame Constant MP3 Compression Bitrate 64,12,0.62375,0.38906406250000003
268,Lame MP3 Compression V1,0,0.0735,0.005402249999999999
268,Lame MP3 Compression V2,1,0.129,0.016641
268,Lame MP3 Compression V3,2,0.1765,0.031152249999999996
268,Lame MP3 Compression V4,3,0.33125,0.1097265625
268,Lame MP3 Compression V5,4,0.60275,0.3633075625
268,Lame MP3 Compression V6,5,0.63,0.39690000000000003
268,Lame MP3 Compression V7,6,0.73425,0.5391230625
268,Lame MP3 Compression V8,7,0.78125,0.6103515625
268,Lame MP3 Compression V9,8,0.86625,0.7503890624999999
268,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
268,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
268,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
268,Lame Constant MP3 Compression Bitrate 64,12,0.55525,0.30830256250000004
269,Lame MP3 Compression V1,0,0.051,0.0026009999999999996
269,Lame MP3 Compression V2,1,0.108,0.011663999999999999
269,Lame MP3 Compression V3,2,0.15825,0.0250430625
269,Lame MP3 Compression V4,3,0.235,0.055224999999999996
269,Lame MP3 Compression V5,4,0.438,0.191844
269,Lame MP3 Compression V6,5,0.58475,0.3419325625
269,Lame MP3 Compression V7,6,0.67175,0.45124806249999994
269,Lame MP3 Compression V8,7,0.91425,0.8358530625
269,Lame MP3 Compression V9,8,0.9475,0.89775625
269,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
269,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
269,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
269,Lame Constant MP3 Compression Bitrate 64,12,0.5395,0.29106024999999996
270,Lame MP3 Compression V1,0,0.0785,0.00616225
270,Lame MP3 Compression V2,1,0.11525,0.013282562500000001
270,Lame MP3 Compression V3,2,0.1775,0.03150625
270,Lame MP3 Compression V4,3,0.29625,0.0877640625
270,Lame MP3 Compression V5,4,0.53525,0.2864925625
270,Lame MP3 Compression V6,5,0.64575,0.41699306250000007
270,Lame MP3 Compression V7,6,0.7665,0.5875222499999999
270,Lame MP3 Compression V8,7,0.91475,0.8367675625
270,Lame MP3 Compression V9,8,0.94675,0.8963355625
270,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
270,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
270,Lame Constant MP3 Compression Bitrate 128,11,0.026,6.76E-4
270,Lame Constant MP3 Compression Bitrate 64,12,0.6135,0.37638225000000003
271,Lame MP3 Compression V1,0,0.113,0.012769
271,Lame MP3 Compression V2,1,0.1665,0.027722250000000004
271,Lame MP3 Compression V3,2,0.21675,0.046980562499999996
271,Lame MP3 Compression V4,3,0.41475,0.1720175625
271,Lame MP3 Compression V5,4,0.54125,0.2929515625
271,Lame MP3 Compression V6,5,0.74475,0.5546525625000001
271,Lame MP3 Compression V7,6,0.74525,0.5553975624999999
271,Lame MP3 Compression V8,7,0.84125,0.7077015625
271,Lame MP3 Compression V9,8,0.90975,0.8276450624999999
271,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
271,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
271,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
271,Lame Constant MP3 Compression Bitrate 64,12,0.587,0.34456899999999996
272,Lame MP3 Compression V1,0,0.0495,0.00245025
272,Lame MP3 Compression V2,1,0.08875,0.0078765625
272,Lame MP3 Compression V3,2,0.074,0.005475999999999999
272,Lame MP3 Compression V4,3,0.22125,0.048951562500000004
272,Lame MP3 Compression V5,4,0.49725,0.24725756250000003
272,Lame MP3 Compression V6,5,0.6685,0.44689225
272,Lame MP3 Compression V7,6,0.69625,0.48476406250000004
272,Lame MP3 Compression V8,7,0.88175,0.7774830625000001
272,Lame MP3 Compression V9,8,0.92375,0.8533140625
272,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
272,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
272,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
272,Lame Constant MP3 Compression Bitrate 64,12,0.65325,0.4267355625
273,Lame MP3 Compression V1,0,0.07325,0.0053655625
273,Lame MP3 Compression V2,1,0.18325,0.0335805625
273,Lame MP3 Compression V3,2,0.22825,0.05209806250000001
273,Lame MP3 Compression V4,3,0.35525,0.1262025625
273,Lame MP3 Compression V5,4,0.57525,0.33091256250000006
273,Lame MP3 Compression V6,5,0.6855,0.46991025
273,Lame MP3 Compression V7,6,0.71575,0.5122980625
273,Lame MP3 Compression V8,7,0.9365,0.87703225
273,Lame MP3 Compression V9,8,0.9605,0.9225602500000001
273,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
273,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
273,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
273,Lame Constant MP3 Compression Bitrate 64,12,0.5815,0.33814225000000003
274,Lame MP3 Compression V1,0,0.1005,0.010100250000000002
274,Lame MP3 Compression V2,1,0.1225,0.015006249999999999
274,Lame MP3 Compression V3,2,0.16525,0.027307562500000004
274,Lame MP3 Compression V4,3,0.32625,0.10643906249999999
274,Lame MP3 Compression V5,4,0.463,0.21436900000000003
274,Lame MP3 Compression V6,5,0.6365,0.4051322499999999
274,Lame MP3 Compression V7,6,0.66075,0.43659056249999995
274,Lame MP3 Compression V8,7,0.86475,0.7477925625
274,Lame MP3 Compression V9,8,0.92225,0.8505450625000001
274,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
274,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
274,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
274,Lame Constant MP3 Compression Bitrate 64,12,0.53475,0.28595756249999993
275,Lame MP3 Compression V1,0,0.018,3.2399999999999996E-4
275,Lame MP3 Compression V2,1,0.13425,0.018023062500000003
275,Lame MP3 Compression V3,2,0.2025,0.04100625000000001
275,Lame MP3 Compression V4,3,0.315,0.09922500000000001
275,Lame MP3 Compression V5,4,0.5395,0.29106024999999996
275,Lame MP3 Compression V6,5,0.6965,0.48511225
275,Lame MP3 Compression V7,6,0.724,0.524176
275,Lame MP3 Compression V8,7,0.93175,0.8681580624999999
275,Lame MP3 Compression V9,8,0.9595,0.92064025
275,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
275,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
275,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
275,Lame Constant MP3 Compression Bitrate 64,12,0.6085,0.37027225
276,Lame MP3 Compression V1,0,0.064,0.004096
276,Lame MP3 Compression V2,1,0.11525,0.013282562500000001
276,Lame MP3 Compression V3,2,0.16075,0.0258405625
276,Lame MP3 Compression V4,3,0.31575,0.09969806249999999
276,Lame MP3 Compression V5,4,0.53775,0.28917506249999997
276,Lame MP3 Compression V6,5,0.701,0.4914009999999999
276,Lame MP3 Compression V7,6,0.68,0.4624000000000001
276,Lame MP3 Compression V8,7,0.91125,0.8303765625
276,Lame MP3 Compression V9,8,0.95075,0.9039255625
276,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
276,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
276,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
276,Lame Constant MP3 Compression Bitrate 64,12,0.6085,0.37027225
277,Lame MP3 Compression V1,0,0.0355,0.0012602499999999999
277,Lame MP3 Compression V2,1,0.06725,0.0045225625000000005
277,Lame MP3 Compression V3,2,0.16675,0.027805562500000002
277,Lame MP3 Compression V4,3,0.27775,0.0771450625
277,Lame MP3 Compression V5,4,0.50625,0.2562890625
277,Lame MP3 Compression V6,5,0.6525,0.42575624999999995
277,Lame MP3 Compression V7,6,0.732,0.535824
277,Lame MP3 Compression V8,7,0.926,0.8574760000000001
277,Lame MP3 Compression V9,8,0.9565,0.9148922500000001
277,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
277,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
277,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
277,Lame Constant MP3 Compression Bitrate 64,12,0.62775,0.39407006250000004
278,Lame MP3 Compression V1,0,0.058,0.0033640000000000002
278,Lame MP3 Compression V2,1,0.15575,0.0242580625
278,Lame MP3 Compression V3,2,0.1955,0.038220250000000004
278,Lame MP3 Compression V4,3,0.3,0.09
278,Lame MP3 Compression V5,4,0.62575,0.39156306250000006
278,Lame MP3 Compression V6,5,0.67425,0.4546130625
278,Lame MP3 Compression V7,6,0.7695,0.59213025
278,Lame MP3 Compression V8,7,0.83675,0.7001505625
278,Lame MP3 Compression V9,8,0.9135,0.83448225
278,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
278,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
278,Lame Constant MP3 Compression Bitrate 128,11,0.0205,4.2025000000000005E-4
278,Lame Constant MP3 Compression Bitrate 64,12,0.59025,0.3483950625000001
279,Lame MP3 Compression V1,0,0.066,0.0043560000000000005
279,Lame MP3 Compression V2,1,0.1525,0.02325625
279,Lame MP3 Compression V3,2,0.21575,0.0465480625
279,Lame MP3 Compression V4,3,0.31475,0.09906756249999998
279,Lame MP3 Compression V5,4,0.54225,0.2940350625
279,Lame MP3 Compression V6,5,0.689,0.47472099999999995
279,Lame MP3 Compression V7,6,0.742,0.5505639999999999
279,Lame MP3 Compression V8,7,0.9375,0.87890625
279,Lame MP3 Compression V9,8,0.96025,0.9220800625000001
279,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
279,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
279,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
279,Lame Constant MP3 Compression Bitrate 64,12,0.60875,0.37057656250000004
280,Lame MP3 Compression V1,0,0.06425,0.0041280625
280,Lame MP3 Compression V2,1,0.118,0.013923999999999999
280,Lame MP3 Compression V3,2,0.18375,0.0337640625
280,Lame MP3 Compression V4,3,0.27625,0.0763140625
280,Lame MP3 Compression V5,4,0.48775,0.2379000625
280,Lame MP3 Compression V6,5,0.6395,0.40896024999999997
280,Lame MP3 Compression V7,6,0.68275,0.46614756249999995
280,Lame MP3 Compression V8,7,0.9325,0.86955625
280,Lame MP3 Compression V9,8,0.96075,0.9230405625
280,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
280,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
280,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
280,Lame Constant MP3 Compression Bitrate 64,12,0.5735,0.32890225
281,Lame MP3 Compression V1,0,0.0935,0.00874225
281,Lame MP3 Compression V2,1,0.13475,0.018157562500000002
281,Lame MP3 Compression V3,2,0.1755,0.030800249999999998
281,Lame MP3 Compression V4,3,0.2905,0.08439024999999999
281,Lame MP3 Compression V5,4,0.49375,0.24378906250000001
281,Lame MP3 Compression V6,5,0.693,0.4802489999999999
281,Lame MP3 Compression V7,6,0.74725,0.5583825625
281,Lame MP3 Compression V8,7,0.8385,0.70308225
281,Lame MP3 Compression V9,8,0.9025,0.81450625
281,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
281,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
281,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
281,Lame Constant MP3 Compression Bitrate 64,12,0.58,0.3364
282,Lame MP3 Compression V1,0,0.061,0.003721
282,Lame MP3 Compression V2,1,0.11475,0.0131675625
282,Lame MP3 Compression V3,2,0.1695,0.028730250000000002
282,Lame MP3 Compression V4,3,0.359,0.128881
282,Lame MP3 Compression V5,4,0.574,0.32947599999999994
282,Lame MP3 Compression V6,5,0.6295,0.39627024999999994
282,Lame MP3 Compression V7,6,0.746,0.556516
282,Lame MP3 Compression V8,7,0.813,0.6609689999999999
282,Lame MP3 Compression V9,8,0.88175,0.7774830625000001
282,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
282,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
282,Lame Constant MP3 Compression Bitrate 128,11,0.016,2.56E-4
282,Lame Constant MP3 Compression Bitrate 64,12,0.565,0.3192249999999999
283,Lame MP3 Compression V1,0,0.028,7.840000000000001E-4
283,Lame MP3 Compression V2,1,0.09025,0.0081450625
283,Lame MP3 Compression V3,2,0.12425,0.0154380625
283,Lame MP3 Compression V4,3,0.2925,0.08555624999999999
283,Lame MP3 Compression V5,4,0.465,0.21622500000000003
283,Lame MP3 Compression V6,5,0.68925,0.47506556250000004
283,Lame MP3 Compression V7,6,0.73525,0.5405925625
283,Lame MP3 Compression V8,7,0.85525,0.7314525624999999
283,Lame MP3 Compression V9,8,0.87775,0.7704450625
283,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
283,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
283,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
283,Lame Constant MP3 Compression Bitrate 64,12,0.65925,0.4346105625
284,Lame MP3 Compression V1,0,0.04125,0.0017015625000000002
284,Lame MP3 Compression V2,1,0.1265,0.01600225
284,Lame MP3 Compression V3,2,0.20525,0.04212756249999999
284,Lame MP3 Compression V4,3,0.27475,0.0754875625
284,Lame MP3 Compression V5,4,0.42375,0.1795640625
284,Lame MP3 Compression V6,5,0.65725,0.4319775625
284,Lame MP3 Compression V7,6,0.6805,0.46308024999999997
284,Lame MP3 Compression V8,7,0.93125,0.8672265625000001
284,Lame MP3 Compression V9,8,0.95375,0.9096390624999999
284,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
284,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
