SAMPLE_INDEX,FUNCTION_NAME,FUNCTION_INDEX,PEAQ_OBJECTIVE_DIFFERENCE,PEAQ_OBJECTIVE_DIFFERENCE ^ 2.0
120,Lame MP3 Compression V6,5,0.71075,0.5051655625
120,Lame MP3 Compression V7,6,0.7515,0.56475225
120,Lame MP3 Compression V8,7,0.85125,0.7246265624999999
120,Lame MP3 Compression V9,8,0.9165,0.83997225
120,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
120,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
120,Lame Constant MP3 Compression Bitrate 128,11,0.001,1.0E-6
120,Lame Constant MP3 Compression Bitrate 64,12,0.576,0.33177599999999996
121,Lame MP3 Compression V1,0,0.09475,0.0089775625
121,Lame MP3 Compression V2,1,0.141,0.019880999999999996
121,Lame MP3 Compression V3,2,0.21475,0.0461175625
121,Lame MP3 Compression V4,3,0.40625,0.1650390625
121,Lame MP3 Compression V5,4,0.52875,0.27957656250000007
121,Lame MP3 Compression V6,5,0.818,0.6691239999999999
121,Lame MP3 Compression V7,6,0.7215,0.52056225
121,Lame MP3 Compression V8,7,0.766,0.586756
121,Lame MP3 Compression V9,8,0.903,0.815409
121,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
121,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
121,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
121,Lame Constant MP3 Compression Bitrate 64,12,0.5425,0.29430625
122,Lame MP3 Compression V1,0,0.0535,0.0028622499999999998
122,Lame MP3 Compression V2,1,0.09625,0.0092640625
122,Lame MP3 Compression V3,2,0.1605,0.025760250000000002
122,Lame MP3 Compression V4,3,0.273,0.07452900000000001
122,Lame MP3 Compression V5,4,0.4935,0.24354225
122,Lame MP3 Compression V6,5,0.67525,0.4559625625
122,Lame MP3 Compression V7,6,0.765,0.585225
122,Lame MP3 Compression V8,7,0.92575,0.8570130625
122,Lame MP3 Compression V9,8,0.95175,0.9058280624999999
122,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
122,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
122,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
122,Lame Constant MP3 Compression Bitrate 64,12,0.606,0.367236
123,Lame MP3 Compression V1,0,0.0505,0.0025502500000000004
123,Lame MP3 Compression V2,1,0.15225,0.023180062499999998
123,Lame MP3 Compression V3,2,0.21125,0.044626562499999994
123,Lame MP3 Compression V4,3,0.3175,0.10080625
123,Lame MP3 Compression V5,4,0.553,0.30580900000000005
123,Lame MP3 Compression V6,5,0.66725,0.44522256250000003
123,Lame MP3 Compression V7,6,0.715,0.5112249999999999
123,Lame MP3 Compression V8,7,0.93425,0.8728230625000001
123,Lame MP3 Compression V9,8,0.96475,0.9307425625
123,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
123,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
123,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
123,Lame Constant MP3 Compression Bitrate 64,12,0.63275,0.40037256250000003
124,Lame MP3 Compression V1,0,0.05175,0.0026780625
124,Lame MP3 Compression V2,1,0.11375,0.012939062500000001
124,Lame MP3 Compression V3,2,0.166,0.027556000000000004
124,Lame MP3 Compression V4,3,0.26125,0.06825156249999999
124,Lame MP3 Compression V5,4,0.392,0.15366400000000002
124,Lame MP3 Compression V6,5,0.61225,0.37485006249999997
124,Lame MP3 Compression V7,6,0.68775,0.4730000625
124,Lame MP3 Compression V8,7,0.9355,0.87516025
124,Lame MP3 Compression V9,8,0.96175,0.9249630624999999
124,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
124,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
124,Lame Constant MP3 Compression Bitrate 128,11,0.00475,2.25625E-5
124,Lame Constant MP3 Compression Bitrate 64,12,0.551,0.30360100000000007
125,Lame MP3 Compression V1,0,0.10825,0.0117180625
125,Lame MP3 Compression V2,1,0.12975,0.0168350625
125,Lame MP3 Compression V3,2,0.23075,0.0532455625
125,Lame MP3 Compression V4,3,0.37725,0.1423175625
125,Lame MP3 Compression V5,4,0.5105,0.26061024999999993
125,Lame MP3 Compression V6,5,0.79175,0.6268680624999999
125,Lame MP3 Compression V7,6,0.71825,0.5158830625
125,Lame MP3 Compression V8,7,0.727,0.5285289999999999
125,Lame MP3 Compression V9,8,0.85875,0.7374515625
125,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
125,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
125,Lame Constant MP3 Compression Bitrate 128,11,0.00125,1.5625E-6
125,Lame Constant MP3 Compression Bitrate 64,12,0.575,0.33062499999999995
126,Lame MP3 Compression V1,0,0.05525,0.0030525625
126,Lame MP3 Compression V2,1,0.0935,0.00874225
126,Lame MP3 Compression V3,2,0.11675,0.013630562500000002
126,Lame MP3 Compression V4,3,0.26075,0.06799056249999999
126,Lame MP3 Compression V5,4,0.5085,0.25857224999999995
126,Lame MP3 Compression V6,5,0.696,0.48441599999999996
126,Lame MP3 Compression V7,6,0.73025,0.5332650624999999
126,Lame MP3 Compression V8,7,0.84375,0.7119140625
126,Lame MP3 Compression V9,8,0.9055,0.81993025
126,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
126,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
126,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
126,Lame Constant MP3 Compression Bitrate 64,12,0.5565,0.30969225
127,Lame MP3 Compression V1,0,0.0745,0.00555025
127,Lame MP3 Compression V2,1,0.1375,0.018906250000000003
127,Lame MP3 Compression V3,2,0.19875,0.039501562500000004
127,Lame MP3 Compression V4,3,0.35425,0.1254930625
127,Lame MP3 Compression V5,4,0.5435,0.29539224999999997
127,Lame MP3 Compression V6,5,0.75675,0.5726705625
127,Lame MP3 Compression V7,6,0.75575,0.5711580625
127,Lame MP3 Compression V8,7,0.94,0.8835999999999999
127,Lame MP3 Compression V9,8,0.96225,0.9259250625000001
127,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
127,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
127,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
127,Lame Constant MP3 Compression Bitrate 64,12,0.63725,0.4060875625
128,Lame MP3 Compression V1,0,0.09025,0.0081450625
128,Lame MP3 Compression V2,1,0.16825,0.028308062500000005
128,Lame MP3 Compression V3,2,0.2305,0.053130250000000004
128,Lame MP3 Compression V4,3,0.38425,0.14764806249999998
128,Lame MP3 Compression V5,4,0.5685,0.32319225
128,Lame MP3 Compression V6,5,0.75475,0.5696475625
128,Lame MP3 Compression V7,6,0.763,0.582169
128,Lame MP3 Compression V8,7,0.92,0.8464
128,Lame MP3 Compression V9,8,0.956,0.913936
128,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
128,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
128,Lame Constant MP3 Compression Bitrate 128,11,0.0045,2.0249999999999998E-5
128,Lame Constant MP3 Compression Bitrate 64,12,0.569,0.32376099999999997
129,Lame MP3 Compression V1,0,0.08825,0.007788062499999999
129,Lame MP3 Compression V2,1,0.14975,0.0224250625
129,Lame MP3 Compression V3,2,0.214,0.045795999999999996
129,Lame MP3 Compression V4,3,0.37875,0.1434515625
129,Lame MP3 Compression V5,4,0.57825,0.33437306250000004
129,Lame MP3 Compression V6,5,0.7485,0.5602522500000001
129,Lame MP3 Compression V7,6,0.74625,0.5568890624999999
129,Lame MP3 Compression V8,7,0.9015,0.81270225
129,Lame MP3 Compression V9,8,0.94325,0.8897205625000001
129,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
129,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
129,Lame Constant MP3 Compression Bitrate 128,11,0.01325,1.755625E-4
129,Lame Constant MP3 Compression Bitrate 64,12,0.576,0.33177599999999996
130,Lame MP3 Compression V1,0,0.05275,0.0027825625
130,Lame MP3 Compression V2,1,0.1165,0.013572250000000001
130,Lame MP3 Compression V3,2,0.21775,0.0474150625
130,Lame MP3 Compression V4,3,0.32275,0.10416756249999999
130,Lame MP3 Compression V5,4,0.42825,0.18339806250000001
130,Lame MP3 Compression V6,5,0.65,0.42250000000000004
130,Lame MP3 Compression V7,6,0.70525,0.49737756250000004
130,Lame MP3 Compression V8,7,0.9435,0.89019225
130,Lame MP3 Compression V9,8,0.9645,0.93026025
130,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
130,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
130,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
130,Lame Constant MP3 Compression Bitrate 64,12,0.6135,0.37638225000000003
131,Lame MP3 Compression V1,0,0.043,0.0018489999999999997
131,Lame MP3 Compression V2,1,0.109,0.011881
131,Lame MP3 Compression V3,2,0.1795,0.03222025
131,Lame MP3 Compression V4,3,0.2715,0.07371225
131,Lame MP3 Compression V5,4,0.50375,0.25376406250000005
131,Lame MP3 Compression V6,5,0.6625,0.43890625
131,Lame MP3 Compression V7,6,0.70875,0.5023265625
131,Lame MP3 Compression V8,7,0.944,0.8911359999999999
131,Lame MP3 Compression V9,8,0.96475,0.9307425625
131,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
131,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
131,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
131,Lame Constant MP3 Compression Bitrate 64,12,0.615,0.378225
132,Lame MP3 Compression V1,0,0.075,0.005625
132,Lame MP3 Compression V2,1,0.09825,0.0096530625
132,Lame MP3 Compression V3,2,0.20725,0.04295256249999999
132,Lame MP3 Compression V4,3,0.31575,0.09969806249999999
132,Lame MP3 Compression V5,4,0.554,0.3069160000000001
132,Lame MP3 Compression V6,5,0.70975,0.5037450625
132,Lame MP3 Compression V7,6,0.73725,0.5435375625
132,Lame MP3 Compression V8,7,0.9165,0.83997225
132,Lame MP3 Compression V9,8,0.9405,0.88454025
132,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
132,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
132,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
132,Lame Constant MP3 Compression Bitrate 64,12,0.58075,0.3372705625
133,Lame MP3 Compression V1,0,0.0745,0.00555025
133,Lame MP3 Compression V2,1,0.12525,0.0156875625
133,Lame MP3 Compression V3,2,0.1825,0.033306249999999996
133,Lame MP3 Compression V4,3,0.29825,0.08895306250000001
133,Lame MP3 Compression V5,4,0.5105,0.26061024999999993
133,Lame MP3 Compression V6,5,0.72375,0.5238140625
133,Lame MP3 Compression V7,6,0.71925,0.5173205624999999
133,Lame MP3 Compression V8,7,0.87975,0.7739600625
133,Lame MP3 Compression V9,8,0.909,0.826281
133,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
133,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
133,Lame Constant MP3 Compression Bitrate 128,11,7.5E-4,5.625E-7
133,Lame Constant MP3 Compression Bitrate 64,12,0.582,0.33872399999999997
134,Lame MP3 Compression V1,0,0.09575,0.0091680625
134,Lame MP3 Compression V2,1,0.13175,0.0173580625
134,Lame MP3 Compression V3,2,0.172,0.029583999999999996
134,Lame MP3 Compression V4,3,0.2775,0.07700625000000001
134,Lame MP3 Compression V5,4,0.4715,0.22231225
134,Lame MP3 Compression V6,5,0.685,0.46922500000000006
134,Lame MP3 Compression V7,6,0.723,0.522729
134,Lame MP3 Compression V8,7,0.857,0.734449
134,Lame MP3 Compression V9,8,0.88275,0.7792475625
134,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
134,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
134,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
134,Lame Constant MP3 Compression Bitrate 64,12,0.54225,0.2940350625
135,Lame MP3 Compression V1,0,0.0745,0.00555025
135,Lame MP3 Compression V2,1,0.1665,0.027722250000000004
135,Lame MP3 Compression V3,2,0.1805,0.03258025
135,Lame MP3 Compression V4,3,0.3435,0.11799225000000002
135,Lame MP3 Compression V5,4,0.5565,0.30969225
135,Lame MP3 Compression V6,5,0.77225,0.5963700625
135,Lame MP3 Compression V7,6,0.71925,0.5173205624999999
135,Lame MP3 Compression V8,7,0.892,0.795664
135,Lame MP3 Compression V9,8,0.941,0.8854809999999999
135,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
135,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
135,Lame Constant MP3 Compression Bitrate 128,11,0.00425,1.8062500000000002E-5
135,Lame Constant MP3 Compression Bitrate 64,12,0.57325,0.32861556250000007
136,Lame MP3 Compression V1,0,0.04675,0.0021855625
136,Lame MP3 Compression V2,1,0.13075,0.0170955625
136,Lame MP3 Compression V3,2,0.19725,0.038907562500000006
136,Lame MP3 Compression V4,3,0.291,0.08468099999999999
136,Lame MP3 Compression V5,4,0.50025,0.2502500625
136,Lame MP3 Compression V6,5,0.6505,0.42315024999999995
136,Lame MP3 Compression V7,6,0.7215,0.52056225
136,Lame MP3 Compression V8,7,0.93325,0.8709555625000001
136,Lame MP3 Compression V9,8,0.962,0.9254439999999999
136,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
136,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
136,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
136,Lame Constant MP3 Compression Bitrate 64,12,0.5755,0.33120025000000003
137,Lame MP3 Compression V1,0,0.03825,0.0014630625
137,Lame MP3 Compression V2,1,0.12425,0.0154380625
137,Lame MP3 Compression V3,2,0.18675,0.0348755625
137,Lame MP3 Compression V4,3,0.28025,0.0785400625
137,Lame MP3 Compression V5,4,0.53,0.28090000000000004
137,Lame MP3 Compression V6,5,0.7165,0.5133722500000001
137,Lame MP3 Compression V7,6,0.669,0.44756100000000004
137,Lame MP3 Compression V8,7,0.941,0.8854809999999999
137,Lame MP3 Compression V9,8,0.96025,0.9220800625000001
137,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
137,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
137,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
137,Lame Constant MP3 Compression Bitrate 64,12,0.6125,0.3751562500000001
138,Lame MP3 Compression V1,0,0.082,0.006724000000000001
138,Lame MP3 Compression V2,1,0.13,0.016900000000000002
138,Lame MP3 Compression V3,2,0.167,0.027889000000000004
138,Lame MP3 Compression V4,3,0.31,0.0961
138,Lame MP3 Compression V5,4,0.57375,0.32918906249999996
138,Lame MP3 Compression V6,5,0.67475,0.45528756249999996
138,Lame MP3 Compression V7,6,0.7985,0.6376022499999999
138,Lame MP3 Compression V8,7,0.885,0.7832250000000001
138,Lame MP3 Compression V9,8,0.9355,0.87516025
138,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
138,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
138,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
138,Lame Constant MP3 Compression Bitrate 64,12,0.6085,0.37027225
139,Lame MP3 Compression V1,0,0.055,0.003025
139,Lame MP3 Compression V2,1,0.12075,0.0145805625
139,Lame MP3 Compression V3,2,0.1775,0.03150625
139,Lame MP3 Compression V4,3,0.28425,0.0807980625
139,Lame MP3 Compression V5,4,0.51075,0.26086556250000004
139,Lame MP3 Compression V6,5,0.70425,0.4959680625000001
139,Lame MP3 Compression V7,6,0.73675,0.5428005625
139,Lame MP3 Compression V8,7,0.94675,0.8963355625
139,Lame MP3 Compression V9,8,0.96775,0.9365400625
139,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
139,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
139,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
139,Lame Constant MP3 Compression Bitrate 64,12,0.62175,0.3865730625
140,Lame MP3 Compression V1,0,0.04,0.0016
140,Lame MP3 Compression V2,1,0.1,0.010000000000000002
140,Lame MP3 Compression V3,2,0.1755,0.030800249999999998
140,Lame MP3 Compression V4,3,0.25775,0.06643506249999999
140,Lame MP3 Compression V5,4,0.4175,0.17430625
140,Lame MP3 Compression V6,5,0.622,0.386884
140,Lame MP3 Compression V7,6,0.734,0.538756
140,Lame MP3 Compression V8,7,0.92525,0.8560875625000001
140,Lame MP3 Compression V9,8,0.955,0.912025
140,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
140,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
140,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
140,Lame Constant MP3 Compression Bitrate 64,12,0.59675,0.3561105625
141,Lame MP3 Compression V1,0,0.09,0.0081
141,Lame MP3 Compression V2,1,0.1935,0.03744225
141,Lame MP3 Compression V3,2,0.22775,0.0518700625
141,Lame MP3 Compression V4,3,0.3625,0.13140625
141,Lame MP3 Compression V5,4,0.52175,0.27222306250000006
141,Lame MP3 Compression V6,5,0.733,0.537289
141,Lame MP3 Compression V7,6,0.718,0.515524
141,Lame MP3 Compression V8,7,0.871,0.758641
141,Lame MP3 Compression V9,8,0.93,0.8649000000000001
141,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
141,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
141,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
141,Lame Constant MP3 Compression Bitrate 64,12,0.547,0.29920900000000006
142,Lame MP3 Compression V1,0,0.0905,0.00819025
142,Lame MP3 Compression V2,1,0.17725,0.031417562499999996
142,Lame MP3 Compression V3,2,0.22925,0.05255556250000001
142,Lame MP3 Compression V4,3,0.37425,0.14006306250000003
142,Lame MP3 Compression V5,4,0.5575,0.31080625
142,Lame MP3 Compression V6,5,0.77525,0.6010125625
142,Lame MP3 Compression V7,6,0.74575,0.5561430625
142,Lame MP3 Compression V8,7,0.9125,0.83265625
142,Lame MP3 Compression V9,8,0.951,0.9044009999999999
142,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
142,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
142,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
142,Lame Constant MP3 Compression Bitrate 64,12,0.61825,0.38223306249999994
143,Lame MP3 Compression V1,0,0.08575,0.007353062500000001
143,Lame MP3 Compression V2,1,0.15,0.0225
143,Lame MP3 Compression V3,2,0.18125,0.0328515625
143,Lame MP3 Compression V4,3,0.40125,0.1610015625
143,Lame MP3 Compression V5,4,0.52325,0.2737905625
143,Lame MP3 Compression V6,5,0.76225,0.5810250625
143,Lame MP3 Compression V7,6,0.744,0.553536
143,Lame MP3 Compression V8,7,0.8025,0.64400625
143,Lame MP3 Compression V9,8,0.91225,0.8322000625
143,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
143,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
143,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
143,Lame Constant MP3 Compression Bitrate 64,12,0.54475,0.29675256249999993
144,Lame MP3 Compression V1,0,0.10175,0.0103530625
144,Lame MP3 Compression V2,1,0.0995,0.009900250000000001
144,Lame MP3 Compression V3,2,0.1375,0.018906250000000003
144,Lame MP3 Compression V4,3,0.238,0.05664399999999999
144,Lame MP3 Compression V5,4,0.491,0.241081
144,Lame MP3 Compression V6,5,0.6875,0.47265625
144,Lame MP3 Compression V7,6,0.6955,0.48372025
144,Lame MP3 Compression V8,7,0.9145,0.8363102499999999
144,Lame MP3 Compression V9,8,0.94425,0.8916080625
144,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
144,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
144,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
144,Lame Constant MP3 Compression Bitrate 64,12,0.62275,0.38781756250000005
145,Lame MP3 Compression V1,0,0.06225,0.0038750625
145,Lame MP3 Compression V2,1,0.12475,0.0155625625
145,Lame MP3 Compression V3,2,0.176,0.030975999999999997
145,Lame MP3 Compression V4,3,0.28275,0.0799475625
145,Lame MP3 Compression V5,4,0.39925,0.15940056249999998
145,Lame MP3 Compression V6,5,0.63375,0.40163906250000003
145,Lame MP3 Compression V7,6,0.69525,0.48337256250000005
145,Lame MP3 Compression V8,7,0.9285,0.86211225
145,Lame MP3 Compression V9,8,0.95475,0.9115475625
145,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
145,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
145,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
145,Lame Constant MP3 Compression Bitrate 64,12,0.5995,0.35940025000000003
146,Lame MP3 Compression V1,0,0.058,0.0033640000000000002
146,Lame MP3 Compression V2,1,0.13425,0.018023062500000003
146,Lame MP3 Compression V3,2,0.177,0.031328999999999996
146,Lame MP3 Compression V4,3,0.27675,0.0765905625
146,Lame MP3 Compression V5,4,0.4825,0.23280625
146,Lame MP3 Compression V6,5,0.676,0.45697600000000005
146,Lame MP3 Compression V7,6,0.669,0.44756100000000004
146,Lame MP3 Compression V8,7,0.941,0.8854809999999999
146,Lame MP3 Compression V9,8,0.96175,0.9249630624999999
146,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
146,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
146,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
146,Lame Constant MP3 Compression Bitrate 64,12,0.5875,0.34515625000000005
147,Lame MP3 Compression V1,0,0.08075,0.0065205625
147,Lame MP3 Compression V2,1,0.1405,0.019740250000000004
147,Lame MP3 Compression V3,2,0.2145,0.046010249999999996
147,Lame MP3 Compression V4,3,0.3325,0.11055625000000001
147,Lame MP3 Compression V5,4,0.53225,0.2832900625
147,Lame MP3 Compression V6,5,0.69525,0.48337256250000005
147,Lame MP3 Compression V7,6,0.703,0.49420899999999995
147,Lame MP3 Compression V8,7,0.93475,0.8737575624999999
147,Lame MP3 Compression V9,8,0.95475,0.9115475625
147,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
147,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
147,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
147,Lame Constant MP3 Compression Bitrate 64,12,0.61,0.3721
148,Lame MP3 Compression V1,0,0.1105,0.01221025
148,Lame MP3 Compression V2,1,0.125,0.015625
148,Lame MP3 Compression V3,2,0.1545,0.02387025
148,Lame MP3 Compression V4,3,0.31225,0.09750006250000001
148,Lame MP3 Compression V5,4,0.456,0.207936
148,Lame MP3 Compression V6,5,0.7795,0.60762025
148,Lame MP3 Compression V7,6,0.7245,0.5249002500000001
148,Lame MP3 Compression V8,7,0.7495,0.5617502500000001
148,Lame MP3 Compression V9,8,0.875,0.765625
148,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
148,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
148,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
148,Lame Constant MP3 Compression Bitrate 64,12,0.58825,0.3460380625000001
149,Lame MP3 Compression V1,0,0.05525,0.0030525625
149,Lame MP3 Compression V2,1,0.08825,0.007788062499999999
149,Lame MP3 Compression V3,2,0.15075,0.022725562499999998
149,Lame MP3 Compression V4,3,0.28875,0.0833765625
149,Lame MP3 Compression V5,4,0.501,0.251001
149,Lame MP3 Compression V6,5,0.64175,0.4118430625000001
149,Lame MP3 Compression V7,6,0.7105,0.50481025
149,Lame MP3 Compression V8,7,0.9205,0.84732025
149,Lame MP3 Compression V9,8,0.96375,0.9288140625
149,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
149,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
149,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
149,Lame Constant MP3 Compression Bitrate 64,12,0.557,0.31024900000000005
150,Lame MP3 Compression V1,0,0.0975,0.00950625
150,Lame MP3 Compression V2,1,0.19125,0.0365765625
150,Lame MP3 Compression V3,2,0.2425,0.05880625
150,Lame MP3 Compression V4,3,0.348,0.12110399999999999
150,Lame MP3 Compression V5,4,0.543,0.294849
150,Lame MP3 Compression V6,5,0.78,0.6084
150,Lame MP3 Compression V7,6,0.763,0.582169
150,Lame MP3 Compression V8,7,0.90125,0.8122515625
150,Lame MP3 Compression V9,8,0.9455,0.89397025
150,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
150,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
150,Lame Constant MP3 Compression Bitrate 128,11,0.00875,7.656250000000001E-5
150,Lame Constant MP3 Compression Bitrate 64,12,0.60975,0.3717950625
151,Lame MP3 Compression V1,0,0.04775,0.0022800625
151,Lame MP3 Compression V2,1,0.118,0.013923999999999999
151,Lame MP3 Compression V3,2,0.18925,0.0358155625
151,Lame MP3 Compression V4,3,0.3055,0.09333024999999999
151,Lame MP3 Compression V5,4,0.4965,0.24651225
151,Lame MP3 Compression V6,5,0.694,0.48163599999999995
151,Lame MP3 Compression V7,6,0.66075,0.43659056249999995
151,Lame MP3 Compression V8,7,0.93625,0.8765640625000001
151,Lame MP3 Compression V9,8,0.9605,0.9225602500000001
151,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
151,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
151,Lame Constant MP3 Compression Bitrate 128,11,0.004,1.6E-5
151,Lame Constant MP3 Compression Bitrate 64,12,0.57475,0.33033756249999996
152,Lame MP3 Compression V1,0,0.10075,0.010150562500000002
152,Lame MP3 Compression V2,1,0.15025,0.0225750625
152,Lame MP3 Compression V3,2,0.22075,0.0487305625
152,Lame MP3 Compression V4,3,0.33725,0.1137375625
152,Lame MP3 Compression V5,4,0.57,0.32489999999999997
152,Lame MP3 Compression V6,5,0.68625,0.47093906250000006
152,Lame MP3 Compression V7,6,0.78025,0.6087900625
152,Lame MP3 Compression V8,7,0.89975,0.8095500625000001
152,Lame MP3 Compression V9,8,0.943,0.889249
152,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
152,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
152,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
152,Lame Constant MP3 Compression Bitrate 64,12,0.596,0.355216
153,Lame MP3 Compression V1,0,0.05975,0.0035700625
153,Lame MP3 Compression V2,1,0.13625,0.018564062500000002
153,Lame MP3 Compression V3,2,0.19025,0.0361950625
153,Lame MP3 Compression V4,3,0.27825,0.0774230625
153,Lame MP3 Compression V5,4,0.435,0.189225
153,Lame MP3 Compression V6,5,0.65525,0.4293525625
153,Lame MP3 Compression V7,6,0.669,0.44756100000000004
153,Lame MP3 Compression V8,7,0.93575,0.8756280624999999
153,Lame MP3 Compression V9,8,0.96175,0.9249630624999999
153,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
153,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
153,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
153,Lame Constant MP3 Compression Bitrate 64,12,0.59,0.34809999999999997
154,Lame MP3 Compression V1,0,0.06325,0.0040005625
154,Lame MP3 Compression V2,1,0.09075,0.0082355625
154,Lame MP3 Compression V3,2,0.1225,0.015006249999999999
154,Lame MP3 Compression V4,3,0.321,0.10304100000000001
154,Lame MP3 Compression V5,4,0.5525,0.30525625
154,Lame MP3 Compression V6,5,0.66875,0.4472265624999999
154,Lame MP3 Compression V7,6,0.7075,0.50055625
154,Lame MP3 Compression V8,7,0.8685,0.7542922500000001
154,Lame MP3 Compression V9,8,0.92425,0.8542380625
154,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0
154,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0
154,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0
