SAMPLE_INDEX,FUNCTION_NAME,FUNCTION_INDEX,PEAQ_OBJECTIVE_DIFFERENCE,PEAQ_OBJECTIVE_DIFFERENCE ^ 2.0,PEAQ_OBJECTIVE_DIFFERENCE VARIANCE,COMPRESSION_RATIO,COMPRESSION_RATIO ^ 2.0,COMPRESSION_RATIO VARIANCE
139,Lame MP3 Compression V1,0,0.055,0.003025,0.0,0.1541432396965785,0.023760138344156856,0.0
139,Lame MP3 Compression V2,1,0.12075,0.0145805625,0.0,0.13570750338735316,0.01841652647562847,0.0
139,Lame MP3 Compression V3,2,0.1775,0.03150625,0.0,0.1282819984850263,0.01645627113531229,0.0
139,Lame MP3 Compression V4,3,0.28425,0.0807980625,0.0,0.11547940382584204,0.013335492707971902,0.0
139,Lame MP3 Compression V5,4,0.51075,0.26086556250000004,0.0,0.09998826428822909,0.009997652995372749,0.0
139,Lame MP3 Compression V6,5,0.70425,0.4959680625000001,0.0,0.08628948800290193,0.007445875739802955,0.0
139,Lame MP3 Compression V7,6,0.73675,0.5428005625,0.0,0.07854391823409544,0.006169147091564271,0.0
139,Lame MP3 Compression V8,7,0.94675,0.8963355625,0.0,0.0640129732959213,0.004097660750184333,0.0
139,Lame MP3 Compression V9,8,0.96775,0.9365400625,0.0,0.05188251485634422,0.002691795347818779,0.0
139,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43016718054859115,0.1850438032211242,0.0
139,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34413374443887296,0.11842803406151953,0.0
139,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17206687221943648,0.029607008515379882,0.0
139,Lame Constant MP3 Compression Bitrate 64,12,0.62175,0.3865730625,0.0,0.08603343610971824,0.0074017521288449704,0.0
140,Lame MP3 Compression V1,0,0.04,0.0016,0.0,0.15496644226950065,0.02401459822966648,0.0
140,Lame MP3 Compression V2,1,0.1,0.010000000000000002,0.0,0.1354123170619927,0.018336495612097638,0.0
140,Lame MP3 Compression V3,2,0.1755,0.030800249999999998,0.0,0.12685738728370796,0.01609279670844867,0.0
140,Lame MP3 Compression V4,3,0.25775,0.06643506249999999,0.0,0.11488048559410932,0.01319752597033836,0.0
140,Lame MP3 Compression V5,4,0.4175,0.17430625,0.0,0.10058153153611912,0.010116644486151325,0.0
140,Lame MP3 Compression V6,5,0.622,0.386884,0.0,0.0871380704559574,0.007593043322787395,0.0
140,Lame MP3 Compression V7,6,0.734,0.538756,0.0,0.0775443277760238,0.0060131227702354155,0.0
140,Lame MP3 Compression V8,7,0.92525,0.8560875625000001,0.0,0.06281762722911935,0.003946054290696597,0.0
140,Lame MP3 Compression V9,8,0.955,0.912025,0.0,0.05217488720732465,0.002722218855097049,0.0
140,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.4301907545651753,0.1850640853133549,0.0
140,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.3441526036521403,0.11844101460054716,0.0
140,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17207630182607014,0.02961025365013679,0.0
140,Lame Constant MP3 Compression Bitrate 64,12,0.59675,0.3561105625,0.0,0.08603815091303507,0.007402563412534198,0.0
141,Lame MP3 Compression V1,0,0.09,0.0081,0.0,0.14441326775559846,0.020855191903850174,0.0
141,Lame MP3 Compression V2,1,0.1935,0.03744225,0.0,0.1280259465918426,0.016390643000737334,0.0
141,Lame MP3 Compression V3,2,0.22775,0.0518700625,0.0,0.12085649358269943,0.014606292041105067,0.0
141,Lame MP3 Compression V4,3,0.3625,0.13140625,0.0,0.10805389892351516,0.01167564507257323,0.0
141,Lame MP3 Compression V5,4,0.52175,0.27222306250000006,0.0,0.09166657775975931,0.008402761478186,0.0
141,Lame MP3 Compression V6,5,0.733,0.537289,0.0,0.08014424256649348,0.006423099616556946,0.0
141,Lame MP3 Compression V7,6,0.718,0.515524,0.0,0.0739349841567891,0.005466381882264656,0.0
141,Lame MP3 Compression V8,7,0.871,0.758641,0.0,0.06503718086865605,0.00422983489534228,0.0
141,Lame MP3 Compression V9,8,0.93,0.8649000000000001,0.0,0.05188251485634422,0.002691795347818779,0.0
141,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43016718054859115,0.1850438032211242,0.0
141,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34413374443887296,0.11842803406151953,0.0
141,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17206687221943648,0.029607008515379882,0.0
141,Lame Constant MP3 Compression Bitrate 64,12,0.547,0.29920900000000006,0.0,0.08603343610971824,0.0074017521288449704,0.0
142,Lame MP3 Compression V1,0,0.0905,0.00819025,0.0,0.14134064503739424,0.019977177939586678,0.0
142,Lame MP3 Compression V2,1,0.17725,0.031417562499999996,0.0,0.12495332387363839,0.01561333314707037,0.0
142,Lame MP3 Compression V3,2,0.22925,0.05255556250000001,0.0,0.11829597465086257,0.01399393761859752,0.0
142,Lame MP3 Compression V4,3,0.37425,0.14006306250000003,0.0,0.10446917241894357,0.01091380798589896,0.0
142,Lame MP3 Compression V5,4,0.5575,0.31080625,0.0,0.09089842208020825,0.00826252313667169,0.0
142,Lame MP3 Compression V6,5,0.77525,0.6010125625,0.0,0.07745569768806478,0.005999385104344883,0.0
142,Lame MP3 Compression V7,6,0.74575,0.5561430625,0.0,0.07220663387779923,0.0052137979759625435,0.0
142,Lame MP3 Compression V8,7,0.9125,0.83265625,0.0,0.061452454364084454,0.0037764041473698825,0.0
142,Lame MP3 Compression V9,8,0.951,0.9044009999999999,0.0,0.05133307016888756,0.0026350840929639336,0.0
142,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43016718054859115,0.1850438032211242,0.0
142,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34413374443887296,0.11842803406151953,0.0
142,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17206687221943648,0.029607008515379882,0.0
142,Lame Constant MP3 Compression Bitrate 64,12,0.61825,0.38223306249999994,0.0,0.08603343610971824,0.0074017521288449704,0.0
143,Lame MP3 Compression V1,0,0.08575,0.007353062500000001,0.0,0.1432325084020776,0.02051555146315123,0.0
143,Lame MP3 Compression V2,1,0.15,0.0225,0.0,0.12710051940116102,0.01615454203204491,0.0
143,Lame MP3 Compression V3,2,0.18125,0.0328515625,0.0,0.11927894897647419,0.014227467668932334,0.0
143,Lame MP3 Compression V4,3,0.40125,0.1610015625,0.0,0.10461350443018637,0.010943985309164623,0.0
143,Lame MP3 Compression V5,4,0.52325,0.2737905625,0.0,0.08958142377024136,0.008024831484703565,0.0
143,Lame MP3 Compression V6,5,0.76225,0.5810250625,0.0,0.07723800794378247,0.005965709871123804,0.0
143,Lame MP3 Compression V7,6,0.744,0.553536,0.0,0.07112740604949587,0.005059107891329862,0.0
143,Lame MP3 Compression V8,7,0.8025,0.64400625,0.0,0.06440574396578062,0.004148099855785687,0.0
143,Lame MP3 Compression V9,8,0.91225,0.8322000625,0.0,0.05112027701395254,0.002613282721983244,0.0
143,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43018637335777576,0.18506031582271565,0.0
143,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34414909868622057,0.11843860212653798,0.0
143,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17207454934311028,0.029609650531634495,0.0
143,Lame Constant MP3 Compression Bitrate 64,12,0.54475,0.29675256249999993,0.0,0.08603727467155514,0.007402412632908624,0.0
144,Lame MP3 Compression V1,0,0.10175,0.0103530625,0.0,0.1523508764442927,0.023210789553344144,0.0
144,Lame MP3 Compression V2,1,0.0995,0.009900250000000001,0.0,0.1351953996009858,0.018277796073270233,0.0
144,Lame MP3 Compression V3,2,0.1375,0.018906250000000003,0.0,0.12776989469865893,0.01632514599130639,0.0
144,Lame MP3 Compression V4,3,0.238,0.05664399999999999,0.0,0.11547940382584204,0.013335492707971902,0.0
144,Lame MP3 Compression V5,4,0.491,0.241081,0.0,0.09729971940980038,0.009467235397225885,0.0
144,Lame MP3 Compression V6,5,0.6875,0.47265625,0.0,0.08552133232335087,0.0073138982823610175,0.0
144,Lame MP3 Compression V7,6,0.6955,0.48372025,0.0,0.07777576255454438,0.006049069240940868,0.0
144,Lame MP3 Compression V8,7,0.9145,0.8363102499999999,0.0,0.06452507708228868,0.004163485572475295,0.0
144,Lame MP3 Compression V9,8,0.94425,0.8916080625,0.0,0.05424566045385198,0.0029425916780746004,0.0
144,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43016718054859115,0.1850438032211242,0.0
144,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34413374443887296,0.11842803406151953,0.0
144,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17206687221943648,0.029607008515379882,0.0
144,Lame Constant MP3 Compression Bitrate 64,12,0.62275,0.38781756250000005,0.0,0.08603343610971824,0.0074017521288449704,0.0
145,Lame MP3 Compression V1,0,0.06225,0.0038750625,0.0,0.15130004379309292,0.022891703251791837,0.0
145,Lame MP3 Compression V2,1,0.12475,0.0155625625,0.0,0.12979050606483414,0.01684557546456575,0.0
145,Lame MP3 Compression V3,2,0.176,0.030975999999999997,0.0,0.12172442941673711,0.014816836716830215,0.0
145,Lame MP3 Compression V4,3,0.28275,0.0799475625,0.0,0.11023638085732618,0.012152059664521469,0.0
145,Lame MP3 Compression V5,4,0.39925,0.15940056249999998,0.0,0.09728177290735215,0.009463743339997636,0.0
145,Lame MP3 Compression V6,5,0.63375,0.40163906250000003,0.0,0.08506044465265966,0.0072352792445081774,0.0
145,Lame MP3 Compression V7,6,0.69525,0.48337256250000005,0.0,0.07662772815692186,0.005871808722491115,0.0
145,Lame MP3 Compression V8,7,0.9285,0.86211225,0.0,0.06293984051166628,0.003961423523633987,0.0
145,Lame MP3 Compression V9,8,0.95475,0.9115475625,0.0,0.052847060261332734,0.0027928117782649335,0.0
145,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.4301907545651753,0.1850640853133549,0.0
145,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.3441526036521403,0.11844101460054716,0.0
145,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17207630182607014,0.02961025365013679,0.0
145,Lame Constant MP3 Compression Bitrate 64,12,0.5995,0.35940025000000003,0.0,0.08603815091303507,0.007402563412534198,0.0
146,Lame MP3 Compression V1,0,0.058,0.0033640000000000002,0.0,0.15542515736690493,0.02415697954252716,0.0
146,Lame MP3 Compression V2,1,0.13425,0.018023062500000003,0.0,0.13698922436786515,0.0187660475929093,0.0
146,Lame MP3 Compression V3,2,0.177,0.031328999999999996,0.0,0.1295636402432519,0.016786736873082804,0.0
146,Lame MP3 Compression V4,3,0.27675,0.0765905625,0.0,0.11701696361890537,0.013692969774588224,0.0
146,Lame MP3 Compression V5,4,0.4825,0.23280625,0.0,0.10088552224474555,0.010177888598595048,0.0
146,Lame MP3 Compression V6,5,0.676,0.45697600000000005,0.0,0.08769870905793235,0.007691063570427866,0.0
146,Lame MP3 Compression V7,6,0.669,0.44756100000000004,0.0,0.08142537074575909,0.00663009100108432,0.0
146,Lame MP3 Compression V8,7,0.941,0.8854809999999999,0.0,0.06516590205910594,0.004246594791176988,0.0
146,Lame MP3 Compression V9,8,0.96175,0.9249630624999999,0.0,0.05521177851274939,0.003048340486540895,0.0
146,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.4301717699775952,0.18504775168565707,0.0
146,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.3441374159820762,0.11843056107882055,0.0
146,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.1720687079910381,0.029607640269705138,0.0
146,Lame Constant MP3 Compression Bitrate 64,12,0.5875,0.34515625000000005,0.0,0.08603435399551905,0.0074019100674262844,0.0
147,Lame MP3 Compression V1,0,0.08075,0.0065205625,0.0,0.14825404615335375,0.021979262200840743,0.0
147,Lame MP3 Compression V2,1,0.1405,0.019740250000000004,0.0,0.13084251741686315,0.017119764363982135,0.0
147,Lame MP3 Compression V3,2,0.2145,0.046010249999999996,0.0,0.12392911630090366,0.015358425867122903,0.0
147,Lame MP3 Compression V4,3,0.3325,0.11055625000000001,0.0,0.11189467732127044,0.012520418812831233,0.0
147,Lame MP3 Compression V5,4,0.53225,0.2832900625,0.0,0.094355122638188,0.008902889168067498,0.0
147,Lame MP3 Compression V6,5,0.69525,0.48337256250000005,0.0,0.08372896907106507,0.007010540261703372,0.0
147,Lame MP3 Compression V7,6,0.703,0.49420899999999995,0.0,0.0771996457948811,0.005959785310855103,0.0
147,Lame MP3 Compression V8,7,0.93475,0.8737575624999999,0.0,0.06375692140273762,0.004064945026754862,0.0
147,Lame MP3 Compression V9,8,0.95475,0.9115475625,0.0,0.05327479702553051,0.002838203998111474,0.0
147,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43016718054859115,0.1850438032211242,0.0
147,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34413374443887296,0.11842803406151953,0.0
147,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17206687221943648,0.029607008515379882,0.0
147,Lame Constant MP3 Compression Bitrate 64,12,0.61,0.3721,0.0,0.08603343610971824,0.0074017521288449704,0.0
148,Lame MP3 Compression V1,0,0.1105,0.01221025,0.0,0.14851009804653742,0.022055249221792157,0.0
148,Lame MP3 Compression V2,1,0.125,0.015625,0.0,0.13135462120323052,0.017254036511444176,0.0
148,Lame MP3 Compression V3,2,0.1545,0.02387025,0.0,0.12418516819408733,0.015421955999393758,0.0
148,Lame MP3 Compression V4,3,0.31225,0.09750006250000001,0.0,0.10779784703033148,0.011620375824374744,0.0
148,Lame MP3 Compression V5,4,0.456,0.207936,0.0,0.09371499290522879,0.008782499895227083,0.0
148,Lame MP3 Compression V6,5,0.7795,0.60762025,0.0,0.078095827421024,0.006098958260574364,0.0
148,Lame MP3 Compression V7,6,0.7245,0.5249002500000001,0.0,0.0745111009164524,0.005551904159781753,0.0
148,Lame MP3 Compression V8,7,0.7495,0.5617502500000001,0.0,0.06926203710618685,0.004797229784098804,0.0
148,Lame MP3 Compression V9,8,0.875,0.765625,0.0,0.05368554693751267,0.0028821379499798763,0.0
148,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43016718054859115,0.1850438032211242,0.0
148,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34413374443887296,0.11842803406151953,0.0
148,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17206687221943648,0.029607008515379882,0.0
148,Lame Constant MP3 Compression Bitrate 64,12,0.58825,0.3460380625000001,0.0,0.08603343610971824,0.0074017521288449704,0.0
149,Lame MP3 Compression V1,0,0.05525,0.0030525625,0.0,0.15209482455110904,0.02313283565523264,0.0
149,Lame MP3 Compression V2,1,0.08825,0.007788062499999999,0.0,0.13442724392143474,0.01807068390831291,0.0
149,Lame MP3 Compression V3,2,0.15075,0.022725562499999998,0.0,0.12674568712592418,0.016064469205022663,0.0
149,Lame MP3 Compression V4,3,0.28875,0.0833765625,0.0,0.11189467732127044,0.012520418812831233,0.0
149,Lame MP3 Compression V5,4,0.501,0.251001,0.0,0.09653156373024933,0.009318342796207189,0.0
149,Lame MP3 Compression V6,5,0.64175,0.4118430625000001,0.0,0.08436909880402428,0.007118144833003211,0.0
149,Lame MP3 Compression V7,6,0.7105,0.50481025,0.0,0.07604741227555452,0.00578320891380816,0.0
149,Lame MP3 Compression V8,7,0.9205,0.84732025,0.0,0.06746967385390105,0.00455215688995178,0.0
149,Lame MP3 Compression V9,8,0.96375,0.9288140625,0.0,0.052992073060140185,0.002808159807211235,0.0
149,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43016718054859115,0.1850438032211242,0.0
149,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34413374443887296,0.11842803406151953,0.0
149,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17206687221943648,0.029607008515379882,0.0
149,Lame Constant MP3 Compression Bitrate 64,12,0.557,0.31024900000000005,0.0,0.08603343610971824,0.0074017521288449704,0.0
150,Lame MP3 Compression V1,0,0.0975,0.00950625,0.0,0.1454374753283332,0.02115205922987953,0.0
150,Lame MP3 Compression V2,1,0.19125,0.0365765625,0.0,0.12905015416457735,0.01665394228990118,0.0
150,Lame MP3 Compression V3,2,0.2425,0.05880625,0.0,0.1213685973690668,0.014730336427334649,0.0
150,Lame MP3 Compression V4,3,0.348,0.12110399999999999,0.0,0.1093341583894336,0.011953958190725754,0.0
150,Lame MP3 Compression V5,4,0.543,0.294849,0.0,0.09269078533249406,0.008591581685554496,0.0
150,Lame MP3 Compression V6,5,0.78,0.6084,0.0,0.08078437229945269,0.00652611480781658,0.0
150,Lame MP3 Compression V7,6,0.763,0.582169,0.0,0.07316682847723806,0.005353384789417574,0.0
150,Lame MP3 Compression V8,7,0.90125,0.8122515625,0.0,0.06414099924251315,0.004114067783828073,0.0
150,Lame MP3 Compression V9,8,0.9455,0.89397025,0.0,0.0525759887337167,0.0027642345913279054,0.0
150,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43016718054859115,0.1850438032211242,0.0
150,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34413374443887296,0.11842803406151953,0.0
150,Lame Constant MP3 Compression Bitrate 128,11,0.00875,7.656250000000001E-5,0.0,0.17206687221943648,0.029607008515379882,0.0
150,Lame Constant MP3 Compression Bitrate 64,12,0.60975,0.3717950625,0.0,0.08603343610971824,0.0074017521288449704,0.0
151,Lame MP3 Compression V1,0,0.04775,0.0022800625,0.0,0.14958905783743598,0.022376886224691767,0.0
151,Lame MP3 Compression V2,1,0.118,0.013923999999999999,0.0,0.13174591858558493,0.017356987063959575,0.0
151,Lame MP3 Compression V3,2,0.18925,0.0358155625,0.0,0.12392426850258176,0.015357224323899977,0.0
151,Lame MP3 Compression V4,3,0.3055,0.09333024999999999,0.0,0.11194736681298312,0.012532212936360594,0.0
151,Lame MP3 Compression V5,4,0.4965,0.24651225,0.0,0.09569300023424213,0.009157150293830664,0.0
151,Lame MP3 Compression V6,5,0.694,0.48163599999999995,0.0,0.08432716495737812,0.00711107074974886,0.0
151,Lame MP3 Compression V7,6,0.66075,0.43659056249999995,0.0,0.07937752701422766,0.006300791794894443,0.0
151,Lame MP3 Compression V8,7,0.93625,0.8765640625000001,0.0,0.06416197333713552,0.00411675882251529,0.0
151,Lame MP3 Compression V9,8,0.9605,0.9225602500000001,0.0,0.05402845532595301,0.0029190739849085,0.0
151,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.4301907545651753,0.1850640853133549,0.0
151,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.3441526036521403,0.11844101460054716,0.0
151,Lame Constant MP3 Compression Bitrate 128,11,0.004,1.6E-5,0.0,0.17207630182607014,0.02961025365013679,0.0
151,Lame Constant MP3 Compression Bitrate 64,12,0.57475,0.33033756249999996,0.0,0.08603815091303507,0.007402563412534198,0.0
152,Lame MP3 Compression V1,0,0.10075,0.010150562500000002,0.0,0.14225626088462048,0.020236843760873202,0.0
152,Lame MP3 Compression V2,1,0.15025,0.0225750625,0.0,0.12587968102333255,0.01584569409453595,0.0
152,Lame MP3 Compression V3,2,0.22075,0.0487305625,0.0,0.11928016376579861,0.014227757467995737,0.0
152,Lame MP3 Compression V4,3,0.33725,0.1137375625,0.0,0.10852539490166924,0.011777761338563255,0.0
152,Lame MP3 Compression V5,4,0.57,0.32489999999999997,0.0,0.09165996191019361,0.008401548617378143,0.0
152,Lame MP3 Compression V6,5,0.68625,0.47093906250000006,0.0,0.08237175243662732,0.006785105599481019,0.0
152,Lame MP3 Compression V7,6,0.78025,0.6087900625,0.0,0.0716780902137714,0.005137748616693551,0.0
152,Lame MP3 Compression V8,7,0.89975,0.8095500625000001,0.0,0.06098442799091548,0.0037191004573791557,0.0
152,Lame MP3 Compression V9,8,0.943,0.889249,0.0,0.0507185122569738,0.002572367485560801,0.0
152,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.4301907545651753,0.1850640853133549,0.0
152,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.3441526036521403,0.11844101460054716,0.0
152,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17207630182607014,0.02961025365013679,0.0
152,Lame Constant MP3 Compression Bitrate 64,12,0.596,0.355216,0.0,0.08603815091303507,0.007402563412534198,0.0
153,Lame MP3 Compression V1,0,0.05975,0.0035700625,0.0,0.15105561722799907,0.022817799496131767,0.0
153,Lame MP3 Compression V2,1,0.13625,0.018564062500000002,0.0,0.130034932629928,0.016909083704069912,0.0
153,Lame MP3 Compression V3,2,0.19025,0.0361950625,0.0,0.1222132825469248,0.014936086430894474,0.0
153,Lame MP3 Compression V4,3,0.27825,0.0774230625,0.0,0.11048080742242003,0.01220600880870986,0.0
153,Lame MP3 Compression V5,4,0.435,0.189225,0.0,0.0970373463422583,0.00941624658514739,0.0
153,Lame MP3 Compression V6,5,0.65525,0.4293525625,0.0,0.08518265793520659,0.007256085212906414,0.0
153,Lame MP3 Compression V7,6,0.669,0.44756100000000004,0.0,0.07662772815692186,0.005871808722491115,0.0
153,Lame MP3 Compression V8,7,0.93575,0.8756280624999999,0.0,0.06293984051166628,0.003961423523633987,0.0
153,Lame MP3 Compression V9,8,0.96175,0.9249630624999999,0.0,0.05124810314801047,0.0026263680762691204,0.0
153,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.4301907545651753,0.1850640853133549,0.0
153,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.3441526036521403,0.11844101460054716,0.0
153,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17207630182607014,0.02961025365013679,0.0
153,Lame Constant MP3 Compression Bitrate 64,12,0.59,0.34809999999999997,0.0,0.08603815091303507,0.007402563412534198,0.0
154,Lame MP3 Compression V1,0,0.06325,0.0040005625,0.0,0.14763364531668516,0.021795693229492794,0.0
154,Lame MP3 Compression V2,1,0.09075,0.0082355625,0.0,0.13076821232520955,0.017100325354731088,0.0
154,Lame MP3 Compression V3,2,0.1225,0.015006249999999999,0.0,0.1231909888073002,0.015176019723320363,0.0
154,Lame MP3 Compression V4,3,0.321,0.10304100000000001,0.0,0.10828096833657538,0.01172476810390644,0.0
154,Lame MP3 Compression V5,4,0.5525,0.30525625,0.0,0.0936153744309444,0.00876383832984592,0.0
154,Lame MP3 Compression V6,5,0.66875,0.4472265624999999,0.0,0.08188289930643962,0.00670480919882853,0.0
154,Lame MP3 Compression V7,6,0.7075,0.50055625,0.0,0.07406124922343643,0.005485068636535964,0.0
154,Lame MP3 Compression V8,7,0.8685,0.7542922500000001,0.0,0.06269541394657242,0.003930714929932068,0.0
154,Lame MP3 Compression V9,8,0.92425,0.8542380625,0.0,0.05138050087076964,0.0026399558697311597,0.0
154,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.4301907545651753,0.1850640853133549,0.0
154,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.3441526036521403,0.11844101460054716,0.0
154,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17207630182607014,0.02961025365013679,0.0
154,Lame Constant MP3 Compression Bitrate 64,12,0.57125,0.32632656250000003,0.0,0.08603815091303507,0.007402563412534198,0.0
155,Lame MP3 Compression V1,0,0.104,0.010816,0.0,0.14201038802322027,0.020166950306505584,0.0
155,Lame MP3 Compression V2,1,0.16075,0.0258405625,0.0,0.12636724717384662,0.015968681158296045,0.0
155,Lame MP3 Compression V3,2,0.22475,0.050512562500000004,0.0,0.11879010082493126,0.014111088053997333,0.0
155,Lame MP3 Compression V4,3,0.36475,0.13304256250000002,0.0,0.1058356248090437,0.011201179478720666,0.0
155,Lame MP3 Compression V5,4,0.58775,0.3454500625,0.0,0.0900702719217843,0.008112653884064165,0.0
155,Lame MP3 Compression V6,5,0.75375,0.5681390625,0.0,0.07846012832263978,0.006155991736405101,0.0
155,Lame MP3 Compression V7,6,0.7725,0.59675625,0.0,0.07057745187901009,0.004981176713733985,0.0
155,Lame MP3 Compression V8,7,0.907,0.8226490000000001,0.0,0.061961503208065996,0.0038392278798031728,0.0
155,Lame MP3 Compression V9,8,0.94875,0.9001265625,0.0,0.04926163560444037,0.0024267087424246674,0.0
155,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.43018637335777576,0.18506031582271565,0.0
155,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.34414909868622057,0.11843860212653798,0.0
155,Lame Constant MP3 Compression Bitrate 128,11,0.002,4.0E-6,0.0,0.17207454934311028,0.029609650531634495,0.0
155,Lame Constant MP3 Compression Bitrate 64,12,0.55875,0.3122015625,0.0,0.08603727467155514,0.007402412632908624,0.0
156,Lame MP3 Compression V1,0,0.07975,0.0063600625,0.0,0.14470052653555898,0.020938242379668008,0.0
156,Lame MP3 Compression V2,1,0.107,0.011448999999999999,0.0,0.1285683732393649,0.01652982659741664,0.0
156,Lame MP3 Compression V3,2,0.21175,0.0448380625,0.0,0.12074672315636172,0.014579771152999058,0.0
156,Lame MP3 Compression V4,3,0.402,0.16160400000000003,0.0,0.10437014329507378,0.010893126811434235,0.0
156,Lame MP3 Compression V5,4,0.5755,0.33120025000000003,0.0,0.09007118923708358,0.008112819130582523,0.0
156,Lame MP3 Compression V6,5,0.72775,0.5296200625,0.0,0.07674994143946878,0.005890553510961887,0.0
156,Lame MP3 Compression V7,6,0.6755,0.45630024999999996,0.0,0.07222804998523256,0.005216891204669254,0.0
156,Lame MP3 Compression V8,7,0.8635,0.7456322500000001,0.0,0.0640397600545886,0.004101090867849281,0.0
156,Lame MP3 Compression V9,8,0.9135,0.83448225,0.0,0.05085090997973296,0.0025858150457669054,0.0
156,Lame Constant MP3 Compression Bitrate 320,9,0.0,0.0,0.0,0.4301907545651753,0.1850640853133549,0.0
156,Lame Constant MP3 Compression Bitrate 256,10,0.0,0.0,0.0,0.3441526036521403,0.11844101460054716,0.0
156,Lame Constant MP3 Compression Bitrate 128,11,0.0,0.0,0.0,0.17207630182607014,0.02961025365013679,0.0
156,Lame Constant MP3 Compression Bitrate 64,12,0.5685,0.32319225,0.0,0.08603815091303507,0.007402563412534198,0.0
157,Lame MP3 Compression V1,0,0.0755,0.00570025,0.0,0.148511682492265,0.022055719836683335,0.0
157,Lame MP3 Compression V2,1,0.1405,0.019740250000000004,0.0,0.1310999679931719,0.017187201607810693,0.0
157,Lame MP3 Compression V3,2,0.172,0.029583999999999996,0.0,0.1231622746185853,0.01516894588922382,0.0
157,Lame MP3 Compression V4,3,0.314,0.098596,0.0,0.1090792702443188,0.011898287197033132,0.0
157,Lame MP3 Compression V5,4,0.4815,0.23184224999999997,0.0,0.09358796543262562,0.008758707273818328,0.0
157,Lame MP3 Compression V6,5,0.66775,0.44589006249999996,0.0,0.08193747999573242,0.0067137506280510505,0.0
157,Lame MP3 Compression V7,6,0.68525,0.46956756250000004,0.0,0.07412781393363918,0.005494932798580231,0.0
157,Lame MP3 Compression V8,7,0.859,0.737881,0.0,0.06490984743411927,0.00421328829392064,0.0
157,Lame MP3 Compression V9,8,0.90625,0.8212890625,0.0,0.05271524591912941,0.0027788971523142903,0.0
