ITERATION,NUMBER_SAMPLES,FUNCTION_INDEX,OBJECTIVE_MEAN,OBJECTIVE_MIN,OBJECTIVE_MAX,CRITERION_INDEX,CRITERION_MEAN,CRITERION_MIN,CRITERION_MAX
0,100,Lame MP3 Compression V1,0.10086499999999997,0.0,0.7318219370182937,0,0.10086499999999997,0.0,0.7318219370182937
0,100,Lame MP3 Compression V1,0.10086499999999997,0.0,0.7318219370182937,1,0.5247796327231753,0.0,1.0
0,100,Lame MP3 Compression V2,0.13718750000000002,0.0,0.7681444370182937,0,0.13718750000000002,0.0,0.7681444370182937
0,100,Lame MP3 Compression V2,0.13718750000000002,0.0,0.7681444370182937,1,0.4877730312326361,0.0,1.0
0,100,Lame MP3 Compression V3,0.1880275,0.0,0.8189844370182937,0,0.1880275,0.0,0.8189844370182937
0,100,Lame MP3 Compression V3,0.1880275,0.0,0.8189844370182937,1,0.45094946148756415,0.0,1.0
0,100,Lame MP3 Compression V4,0.22657999999999995,0.0,0.8575369370182937,0,0.22657999999999995,0.0,0.8575369370182937
0,100,Lame MP3 Compression V4,0.22657999999999995,0.0,0.8575369370182937,1,0.42774979351591796,0.0,1.0
0,100,Lame MP3 Compression V5,0.264455,0.0,0.8954119370182937,0,0.264455,0.0,0.8954119370182937
0,100,Lame MP3 Compression V5,0.264455,0.0,0.8954119370182937,1,0.40812726313984876,0.0,1.0
0,100,Lame MP3 Compression V6,0.32682250000000007,0.0,0.9577794370182937,0,0.32682250000000007,0.0,0.9577794370182937
0,100,Lame MP3 Compression V6,0.32682250000000007,0.0,0.9577794370182937,1,0.3810380531581809,0.0,0.9809491097716445
0,100,Lame MP3 Compression V7,0.39603000000000016,0.0,1.0,0,0.39603000000000016,0.0,1.0
0,100,Lame MP3 Compression V7,0.39603000000000016,0.0,1.0,1,0.35380438000384296,0.0,0.9537154366173065
0,100,Lame MP3 Compression V8,0.46301250000000016,0.0,1.0,0,0.46301250000000016,0.0,1.0
0,100,Lame MP3 Compression V8,0.46301250000000016,0.0,1.0,1,0.3248217599172327,0.0,0.9247328165306963
0,100,Lame MP3 Compression V9,0.6864099999999999,0.05545306298170616,1.0,0,0.6864099999999999,0.05545306298170616,1.0
0,100,Lame MP3 Compression V9,0.6864099999999999,0.05545306298170616,1.0,1,0.24043485852418944,0.0,0.840345915137653
0,100,Lame Constant MP3 Compression Bitrate 320,0.20778499999999991,0.0,0.8387419370182936,0,0.20778499999999991,0.0,0.8387419370182936
0,100,Lame Constant MP3 Compression Bitrate 320,0.20778499999999991,0.0,0.8387419370182936,1,1.0000000000000007,0.4000889433865371,1.0
0,100,Lame Constant MP3 Compression Bitrate 256,0.20778499999999991,0.0,0.8387419370182936,0,0.20778499999999991,0.0,0.8387419370182936
0,100,Lame Constant MP3 Compression Bitrate 256,0.20778499999999991,0.0,0.8387419370182936,1,1.0000000000000007,0.4000889433865371,1.0
0,100,Lame Constant MP3 Compression Bitrate 128,0.1703725,0.0,0.8013294370182937,0,0.1703725,0.0,0.8013294370182937
0,100,Lame Constant MP3 Compression Bitrate 128,0.1703725,0.0,0.8013294370182937,1,0.8572967309177812,0.2573856743043177,1.0
0,100,Lame Constant MP3 Compression Bitrate 64,0.278625,0.0,0.9095819370182937,0,0.278625,0.0,0.9095819370182937
0,100,Lame Constant MP3 Compression Bitrate 64,0.278625,0.0,0.9095819370182937,1,0.42864568370957445,0.0,1.0
1,200,Lame MP3 Compression V1,0.10656249999999996,0.0,0.5291627019210049,0,0.10656249999999996,0.0,0.5291627019210049
1,200,Lame MP3 Compression V1,0.10656249999999996,0.0,0.5291627019210049,1,0.5247097975716202,0.09966505539462756,0.9497545397486128
1,200,Lame MP3 Compression V2,0.14213499999999998,0.0,0.5647352019210049,0,0.14213499999999998,0.0,0.5647352019210049
1,200,Lame MP3 Compression V2,0.14213499999999998,0.0,0.5647352019210049,1,0.48757892126427865,0.06253417908728603,0.9126236634412712
1,200,Lame MP3 Compression V3,0.1903787500000001,0.0,0.6129789519210049,0,0.1903787500000001,0.0,0.6129789519210049
1,200,Lame MP3 Compression V3,0.1903787500000001,0.0,0.6129789519210049,1,0.45120546980659176,0.026160727629599145,0.8762502119835844
