ITERATION,NUMBER_SAMPLES,FUNCTION_INDEX,OBJECTIVE_MEAN,OBJECTIVE_MIN,OBJECTIVE_MAX,CRITERION_INDEX,CRITERION_MEAN,CRITERION_MIN,CRITERION_MAX
0,25,{Lame Constant MP3 Compression Bitrate 256", Lame Constant MP3 Compression Bitrate 64},0.42859252942482573,0.4064092774837239,0.45077578136592755,0,0.28801,0.19884336786660883,0.37717663213339114
0,25,{Lame Constant MP3 Compression Bitrate 256", Lame Constant MP3 Compression Bitrate 64},0.42859252942482573,0.4064092774837239,0.45077578136592755,1,0.42859252942482573,0.4064092774837239,0.45077578136592755
0,25,{Lame Constant MP3 Compression Bitrate 128", Lame Constant MP3 Compression Bitrate 64},0.42859252942482573,0.4064092774837239,0.45077578136592755,0,0.28801,0.19884336786660883,0.37717663213339114
0,25,{Lame Constant MP3 Compression Bitrate 128", Lame Constant MP3 Compression Bitrate 64},0.42859252942482573,0.4064092774837239,0.45077578136592755,1,0.42859252942482573,0.4064092774837239,0.45077578136592755
1,50,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
1,50,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24357756776744388,0.22899776249054055,0.2581573730443472,0,0.6774700000000001,0.6251937785839092,0.729746221416091
1,50,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24357756776744388,0.22899776249054055,0.2581573730443472,1,0.24357756776744388,0.22899776249054055,0.2581573730443472
2,100,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
2,100,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24665743141736038,0.236916345824852,0.25639851700986876,0,0.6877549999999999,0.6563157784221985,0.7191942215778013
2,100,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24665743141736038,0.236916345824852,0.25639851700986876,1,0.24665743141736038,0.236916345824852,0.25639851700986876
3,200,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
3,200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.2411837428007918,0.2327981935413329,0.2495692920602507,0,0.6882799999999998,0.6638408863347924,0.7127191136652071
3,200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.2411837428007918,0.2327981935413329,0.2495692920602507,1,0.2411837428007918,0.2327981935413329,0.2495692920602507
4,400,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
4,400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24414558638633194,0.23887652440390608,0.2494146483687578,0,0.6893912499999995,0.6739261921279803,0.7048563078720186
4,400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24414558638633194,0.23887652440390608,0.2494146483687578,1,0.24414558638633194,0.23887652440390608,0.2494146483687578
5,800,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
5,800,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24314551034964788,0.23949669136519453,0.24679432933410123,0,0.6906934374999998,0.6791579880749951,0.7022288869250045
5,800,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24314551034964788,0.23949669136519453,0.24679432933410123,1,0.24314551034964788,0.23949669136519453,0.24679432933410123
6,1600,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
6,1600,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.2437232943582001,0.2410918541109552,0.24635473460544496,0,0.6885807812499987,0.6803727085438628,0.6967888539561345
6,1600,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.2437232943582001,0.2410918541109552,0.24635473460544496,1,0.2437232943582001,0.2410918541109552,0.24635473460544496
7,3200,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
