SAMPLE_INDEX,FUNCTION_NAME,FUNCTION_INDEX,PEAQ_OBJECTIVE_DIFFERENCE,COMPRESSION_RATIO
6826,Lame MP3 Compression V7,6,0.696,0.06971055849979617
6826,Lame MP3 Compression V8,7,0.76625,0.06714227476559315
6826,Lame MP3 Compression V9,8,0.882,0.05075417855686914
6827,Lame MP3 Compression V1,0,0.03025,0.14724826742763963
6827,Lame MP3 Compression V2,1,0.05825,0.12498980839788015
6827,Lame MP3 Compression V3,2,0.068,0.10933550754178557
6827,Lame MP3 Compression V4,3,0.23025,0.09331430900937628
6827,Lame MP3 Compression V5,4,0.43675,0.07655931512433754
6827,Lame MP3 Compression V6,5,0.55125,0.06763147166734611
6827,Lame MP3 Compression V7,6,0.5395,0.058887077048512024
6827,Lame MP3 Compression V8,7,0.525,0.05454545454545454
6827,Lame MP3 Compression V9,8,0.629,0.04624439461883408
6828,Lame MP3 Compression V1,0,0.042,0.15116184264166327
6828,Lame MP3 Compression V2,1,0.08,0.1308601712189156
6828,Lame MP3 Compression V3,2,0.178,0.11985324092947411
6828,Lame MP3 Compression V4,3,0.30375,0.10591112922951489
6828,Lame MP3 Compression V5,4,0.49775,0.09172441907867916
6828,Lame MP3 Compression V6,5,0.72575,0.07790460660415817
6828,Lame MP3 Compression V7,6,0.69325,0.06989400733795352
6828,Lame MP3 Compression V8,7,0.92625,0.06922136159804321
6828,Lame MP3 Compression V9,8,0.952,0.051946596004891966
6829,Lame MP3 Compression V1,0,0.03925,0.1396510858192223
6829,Lame MP3 Compression V2,1,0.06925,0.11658943861971771
6829,Lame MP3 Compression V3,2,0.1025,0.09993380453118661
6829,Lame MP3 Compression V4,3,0.21025,0.0828938096559971
6829,Lame MP3 Compression V5,4,0.4405,0.06598193504302706
6829,Lame MP3 Compression V6,5,0.6375,0.05188870619888535
6829,Lame MP3 Compression V7,6,0,0.04842945911895966
6829,Lame MP3 Compression V8,7,0.66675,0.04138284469688881
6829,Lame MP3 Compression V9,8,0,0.031234652260254958
6830,Lame MP3 Compression V1,0,0.04575,0.14333469221361597
6830,Lame MP3 Compression V2,1,0.06175,0.12058703628210354
6830,Lame MP3 Compression V3,2,0.15175,0.10444353852425602
6830,Lame MP3 Compression V4,3,0.3075,0.08891153689359968
6830,Lame MP3 Compression V5,4,0.47475,0.06958825927435792
6830,Lame MP3 Compression V6,5,0.622,0.058092132083163474
6830,Lame MP3 Compression V7,6,0.5815,0.0528332653893192
6830,Lame MP3 Compression V8,7,0.53675,0.05185487158581329
6830,Lame MP3 Compression V9,8,0,0.0375
6831,Lame MP3 Compression V1,0,0.05825,0.1399088880056257
6831,Lame MP3 Compression V2,1,0.08225,0.11936282752927507
6831,Lame MP3 Compression V3,2,0.1715,0.1078668175008408
6831,Lame MP3 Compression V4,3,0.34325,0.09233497416455193
6831,Lame MP3 Compression V5,4,0.5645,0.0720335096462531
6831,Lame MP3 Compression V6,5,0.75,0.06053749961781882
6831,Lame MP3 Compression V7,6,0.65775,0.05650166630996423
6831,Lame MP3 Compression V8,7,0.6925,0.053688812792368604
6831,Lame MP3 Compression V9,8,0.815,0.040414386318932745
6832,Lame MP3 Compression V1,0,0.07575,0.13042642693942047
6832,Lame MP3 Compression V2,1,0.167,0.11069590655762208
6832,Lame MP3 Compression V3,2,0.26225,0.09801200059789456
6832,Lame MP3 Compression V4,3,0.44275,0.08263756913155816
6832,Lame MP3 Compression V5,4,0.62225,0.06521321346971024
6832,Lame MP3 Compression V6,5,0,0.05547607354103051
6832,Lame MP3 Compression V7,6,0.66375,0.05092780423223933
6832,Lame MP3 Compression V8,7,0.63,0.047788857807862316
6832,Lame MP3 Compression V9,8,0.76075,0.036647733339027565
6833,Lame MP3 Compression V1,0,0.0325,0.14067604791697808
6833,Lame MP3 Compression V2,1,0.06275,0.11838312229079029
6833,Lame MP3 Compression V3,2,0.1135,0.10159936794003972
6833,Lame MP3 Compression V4,3,0.3165,0.08366253122931391
6833,Lame MP3 Compression V5,4,0,0.06675065661634387
6833,Lame MP3 Compression V6,5,0,0.05752599773654203
6833,Lame MP3 Compression V7,6,0,0.05246524737887297
6833,Lame MP3 Compression V8,7,0.55375,0.04919818069227648
6833,Lame MP3 Compression V9,8,0,0.036925327240503084
6834,Lame MP3 Compression V1,0,0.01825,0.1465144720750102
6834,Lame MP3 Compression V2,1,0.0635,0.12498980839788015
6834,Lame MP3 Compression V3,2,0.147,0.11300448430493273
6834,Lame MP3 Compression V4,3,0.272,0.09857317570322055
6834,Lame MP3 Compression V5,4,0.4995,0.08022829188748472
6834,Lame MP3 Compression V6,5,0.63325,0.06909906237260498
6834,Lame MP3 Compression V7,6,0.60175,0.06108846310640033
6834,Lame MP3 Compression V8,7,0.56425,0.06151651039543416
6834,Lame MP3 Compression V9,8,0.755,0.04889930697105585
6835,Lame MP3 Compression V1,0,0.0615,0.13941969608952212
6835,Lame MP3 Compression V2,1,0.098,0.12009661540343046
6835,Lame MP3 Compression V3,2,0.2305,0.11080196899746232
6835,Lame MP3 Compression V4,3,0.4025,0.09906136301097625
6835,Lame MP3 Compression V5,4,0.5375,0.08034977222001406
6835,Lame MP3 Compression V6,5,0.73175,0.06775308038034672
6835,Lame MP3 Compression V7,6,0.68075,0.06108784052343535
6835,Lame MP3 Compression V8,7,0.6305,0.059681413764637536
6835,Lame MP3 Compression V9,8,0.81225,0.04650890227372326
6836,Lame MP3 Compression V1,0,0.03875,0.14798206278026907
6836,Lame MP3 Compression V2,1,0.11225,0.1254790052996331
6836,Lame MP3 Compression V3,2,0.132,0.10762331838565023
6836,Lame MP3 Compression V4,3,0.19875,0.0892784345699144
6836,Lame MP3 Compression V5,4,0.358,0.0682429677945373
6836,Lame MP3 Compression V6,5,0.591,0.05601304525071341
6836,Lame MP3 Compression V7,6,0,0.04934773746432939
6836,Lame MP3 Compression V8,7,0,0.04586220953933958
6836,Lame MP3 Compression V9,8,0,0.0357776192417448
6837,Lame MP3 Compression V1,0,0.0135,0.1504131878456578
6837,Lame MP3 Compression V2,1,0.032,0.12607033802395848
6837,Lame MP3 Compression V3,2,0.05875,0.10710853921547693
6837,Lame MP3 Compression V4,3,0.124,0.08917170250475112
6837,Lame MP3 Compression V5,4,0.3175,0.07097862526958638
6837,Lame MP3 Compression V6,5,0.48025,0.050095022527812776
6837,Lame MP3 Compression V7,6,0,0.04842945911895966
6837,Lame MP3 Compression V8,7,0,0.040486002861352524
6837,Lame MP3 Compression V9,8,0,0.02623796203369563
6838,Lame MP3 Compression V1,0,0.0045,0.14773746432939258
6838,Lame MP3 Compression V2,1,0.06225,0.12401141459437423
6838,Lame MP3 Compression V3,2,0.0795,0.10860171218915614
6838,Lame MP3 Compression V4,3,0.203,0.09037912759885854
6838,Lame MP3 Compression V5,4,0.5235,0.07019975540154913
6838,Lame MP3 Compression V6,5,0,0.05845902975947819
6838,Lame MP3 Compression V7,6,0.606,0.05228291887484712
6838,Lame MP3 Compression V8,7,0.586,0.05075417855686914
6838,Lame MP3 Compression V9,8,0,0.03802996331023237
6839,Lame MP3 Compression V1,0,0.0195,0.14675907052588666
6839,Lame MP3 Compression V2,1,0.04,0.12621280065226254
6839,Lame MP3 Compression V3,2,0.05625,0.1068895230330208
6839,Lame MP3 Compression V4,3,0.132,0.08071748878923767
6839,Lame MP3 Compression V5,4,0.3925,0.055034651447207504
6839,Lame MP3 Compression V6,5,0.549,0.04745209947003669
6839,Lame MP3 Compression V7,6,0.5415,0.04769669792091317
6839,Lame MP3 Compression V8,7,0.54725,0.03595597227884224
6839,Lame MP3 Compression V9,8,0,0.02133611903791276
6840,Lame MP3 Compression V1,0,0.06075,0.14260089686098654
6840,Lame MP3 Compression V2,1,0.084,0.12303302079086832
6840,Lame MP3 Compression V3,2,0.1065,0.11178149205055035
6840,Lame MP3 Compression V4,3,0.273,0.09698328577252344
6840,Lame MP3 Compression V5,4,0.48525,0.07594781899714635
6840,Lame MP3 Compression V6,5,0.687,0.06347329800244599
6840,Lame MP3 Compression V7,6,0.6685,0.05796983285772524
6840,Lame MP3 Compression V8,7,0.70525,0.05576844679983693
6840,Lame MP3 Compression V9,8,0.84325,0.04173970648185895
6841,Lame MP3 Compression V1,0,0.03875,0.14822666123114553
6841,Lame MP3 Compression V2,1,0.06725,0.1279249898083979
6841,Lame MP3 Compression V3,2,0.1205,0.11740725642070933
6841,Lame MP3 Compression V4,3,0.3495,0.10322054626987362
6841,Lame MP3 Compression V5,4,0.49275,0.0858540562576437
6841,Lame MP3 Compression V6,5,0.67625,0.07301263758662861
6841,Lame MP3 Compression V7,6,0.63825,0.06640847941296371
6841,Lame MP3 Compression V8,7,0.60825,0.06212800652262536
6841,Lame MP3 Compression V9,8,0.79375,0.04796677537708928
6842,Lame MP3 Compression V1,0,0.038,0.13606371847707716
6842,Lame MP3 Compression V2,1,0.0835,0.11313019153979202
6842,Lame MP3 Compression V3,2,0.1655,0.09673079797569986
6842,Lame MP3 Compression V4,3,0.33125,0.08045952467382717
6842,Lame MP3 Compression V5,4,0.60725,0.06354765006085712
6842,Lame MP3 Compression V6,5,0,0.05521983301659157
6842,Lame MP3 Compression V7,6,0.68175,0.05073562383891012
6842,Lame MP3 Compression V8,7,0.68575,0.04689201597232602
6842,Lame MP3 Compression V9,8,0,0.03595374858533877
6843,Lame MP3 Compression V1,0,0.04675,0.14119003640789657
6843,Lame MP3 Compression V2,1,0.0765,0.11812814298373923
6843,Lame MP3 Compression V3,2,0.07525,0.10147233106629226
6843,Lame MP3 Compression V4,3,0.23175,0.08661022197072421
6843,Lame MP3 Compression V5,4,0.454,0.06867319375193517
6843,Lame MP3 Compression V6,5,0.6505,0.0570141254097223
6843,Lame MP3 Compression V7,6,0,0.05227362509475662
6843,Lame MP3 Compression V8,7,0,0.04855809782086461
6843,Lame MP3 Compression V9,8,0,0.03900769797461057
6844,Lame MP3 Compression V1,0,0.033,0.15042651420185282
6844,Lame MP3 Compression V2,1,0.0715,0.13403858501238267
6844,Lame MP3 Compression V3,2,0.04075,0.1264561103127771
6844,Lame MP3 Compression V4,3,0.196,0.11349252453603204
6844,Lame MP3 Compression V5,4,0.44875,0.09514782768214755
6844,Lame MP3 Compression V6,5,0.60025,0.08328492371663558
6844,Lame MP3 Compression V7,6,0.623,0.07521325710092641
6844,Lame MP3 Compression V8,7,0.90525,0.061882777387103675
6844,Lame MP3 Compression V9,8,0.947,0.0524760245003618
6845,Lame MP3 Compression V1,0,0.0345,0.15213868590821536
6845,Lame MP3 Compression V2,1,0.0335,0.128902069893295
6845,Lame MP3 Compression V3,2,0.05525,0.11324792857798024
6845,Lame MP3 Compression V4,3,0.181,0.09649310545143241
6845,Lame MP3 Compression V5,4,0.42075,0.07484636316384871
6845,Lame MP3 Compression V6,5,0.65775,0.06212737334515547
6845,Lame MP3 Compression V7,6,0.56875,0.056318219341425384
6845,Lame MP3 Compression V8,7,0.557,0.05087595927477299
6845,Lame MP3 Compression V9,8,0,0.038427044159761926
6846,Lame MP3 Compression V1,0,0.047,0.1363214144627967
6846,Lame MP3 Compression V2,1,0.1055,0.11889687276454447
6846,Lame MP3 Compression V3,2,0.194,0.10941587213461312
6846,Lame MP3 Compression V4,3,0.38075,0.09391315488837403
6846,Lame MP3 Compression V5,4,0.50975,0.0761042482997192
6846,Lame MP3 Compression V6,5,0,0.06457330158764053
6846,Lame MP3 Compression V7,6,0.59875,0.05996092290280906
6846,Lame MP3 Compression V8,7,0.583,0.055604787478246015
6846,Lame MP3 Compression V9,8,0,0.043449247819263084
6847,Lame MP3 Compression V1,0,0.039,0.16194574048963817
6847,Lame MP3 Compression V2,1,0.055,0.13990882010655448
6847,Lame MP3 Compression V3,2,0.12775,0.12197179188776545
6847,Lame MP3 Compression V4,3,0.315,0.1055722232305869
6847,Lame MP3 Compression V5,4,0.52375,0.09263193858703196
6847,Lame MP3 Compression V6,5,0.6765,0.0778979511215981
6847,Lame MP3 Compression V7,6,0.65875,0.07033877494367986
6847,Lame MP3 Compression V8,7,0.693,0.06841695049166675
6847,Lame MP3 Compression V9,8,0.86125,0.050816241551980015
6848,Lame MP3 Compression V1,0,0.032,0.14480228291887484
6848,Lame MP3 Compression V2,1,0.0655,0.12278842233999185
6848,Lame MP3 Compression V3,2,0.17775,0.10884631064003261
6848,Lame MP3 Compression V4,3,0.44625,0.0924582144313086
6848,Lame MP3 Compression V5,4,0.525,0.0760701182225846
6848,Lame MP3 Compression V6,5,0.65525,0.06555238483489605
6848,Lame MP3 Compression V7,6,0.60875,0.05796983285772524
6848,Lame MP3 Compression V8,7,0.574,0.055646147574398695
6848,Lame MP3 Compression V9,8,0,0.04332959641255606
6849,Lame MP3 Compression V1,0,0.0215,0.1430900937627395
6849,Lame MP3 Compression V2,1,0.07975,0.12156543008560945
6849,Lame MP3 Compression V3,2,0.17575,0.10909090909090909
6849,Lame MP3 Compression V4,3,0.36675,0.09319200978393803
6849,Lame MP3 Compression V5,4,0.524,0.07362413371381982
6849,Lame MP3 Compression V6,5,0.67,0.0626172034243783
6849,Lame MP3 Compression V7,6,0.63225,0.05595189563799429
6849,Lame MP3 Compression V8,7,0.638,0.05197717081125153
6849,Lame MP3 Compression V9,8,0.81125,0.04054728903383612
6850,Lame MP3 Compression V1,0,0.027,0.1440071747346843
6850,Lame MP3 Compression V2,1,0.0585,0.12197048963293546
6850,Lame MP3 Compression V3,2,0.14225,0.10531485554440435
6850,Lame MP3 Compression V4,3,0.3735,0.08917170250475112
6850,Lame MP3 Compression V5,4,0.47825,0.07418163182507313
6850,Lame MP3 Compression V6,5,0.679,0.06393201084751554
6850,Lame MP3 Compression V7,6,0.575,0.05861501996540753
6850,Lame MP3 Compression V8,7,0.53775,0.05650103563878627
6850,Lame MP3 Compression V9,8,0.7015,0.04317119002370225
6851,Lame MP3 Compression V1,0,0.03075,0.13159396657154504
6851,Lame MP3 Compression V2,1,0.07625,0.10884631064003261
6851,Lame MP3 Compression V3,2,0.16525,0.093681206685691
6851,Lame MP3 Compression V4,3,0.3295,0.0792498980839788
6851,Lame MP3 Compression V5,4,0.52475,0.06335099877700774
6851,Lame MP3 Compression V6,5,0,0.05393395841826335
6851,Lame MP3 Compression V7,6,0,0.0484304932735426
6851,Lame MP3 Compression V8,7,0.5635,0.04500611496127191
6851,Lame MP3 Compression V9,8,0,0.03630758255197717
6852,Lame MP3 Compression V1,0,0,0.14113330615572767
6852,Lame MP3 Compression V2,1,0,0.1188748471259682
6852,Lame MP3 Compression V3,2,0,0.10065226253567061
6852,Lame MP3 Compression V4,3,0,0.07093355075417855
6852,Lame MP3 Compression V5,4,0,0.04671830411740726
6852,Lame MP3 Compression V6,5,0,0.046596004891969016
6852,Lame MP3 Compression V7,6,0,0.04732980024459845
6852,Lame MP3 Compression V8,7,0,0.013086017121891561
6852,Lame MP3 Compression V9,8,0,0.012989196901752955
6853,Lame MP3 Compression V1,0,0.0415,0.14887574469902415
6853,Lame MP3 Compression V2,1,0.07175,0.12965770536610366
6853,Lame MP3 Compression V3,2,0.12225,0.11582071704640089
6853,Lame MP3 Compression V4,3,0.24975,0.09762763981123615
6853,Lame MP3 Compression V5,4,0.49475,0.07495035339838996
6853,Lame MP3 Compression V6,5,0.605,0.0602165232431509
6853,Lame MP3 Compression V7,6,0.57425,0.05496359249215264
6853,Lame MP3 Compression V8,7,0.5885,0.05150434541222695
6853,Lame MP3 Compression V9,8,0,0.037341718092716365
6854,Lame MP3 Compression V1,0,0.08125,0.13708868057483292
6854,Lame MP3 Compression V2,1,0.08,0.11505199547308406
6854,Lame MP3 Compression V3,2,0.16275,0.10070252610450342
6854,Lame MP3 Compression V4,3,0.457,0.08596869594926437
6854,Lame MP3 Compression V5,4,0.5065,0.07136298605624479
6854,Lame MP3 Compression V6,5,0,0.06085712455424826
6854,Lame MP3 Compression V7,6,0.591,0.05554013367214025
6854,Lame MP3 Compression V8,7,0.5595,0.05316990882108005
6854,Lame MP3 Compression V9,8,0.75375,0.04261600222075121
6855,Lame MP3 Compression V1,0,0.04475,0.1474928658785161
6855,Lame MP3 Compression V2,1,0.10275,0.12474520994700367
6855,Lame MP3 Compression V3,2,0.213,0.11398287810843864
6855,Lame MP3 Compression V4,3,0.39,0.10077456176110884
6855,Lame MP3 Compression V5,4,0.51275,0.08353037097431716
6855,Lame MP3 Compression V6,5,0.7055,0.07166734610680799
6855,Lame MP3 Compression V7,6,0.63875,0.06402364451691805
6855,Lame MP3 Compression V8,7,0.6455,0.0600489196901753
6855,Lame MP3 Compression V9,8,0.83475,0.04690684875662454
6856,Lame MP3 Compression V1,0,0.0545,0.1421116999592336
6856,Lame MP3 Compression V2,1,0.0925,0.12034243783122707
6856,Lame MP3 Compression V3,2,0.1345,0.1078679168365267
6856,Lame MP3 Compression V4,3,0.2715,0.09258051365674684
6856,Lame MP3 Compression V5,4,0.57075,0.07240114145943742
6856,Lame MP3 Compression V6,5,0.84225,0.05980432123929882
6856,Lame MP3 Compression V7,6,0.62775,0.05558499796167957
6856,Lame MP3 Compression V8,7,0.57425,0.05650224215246637
6856,Lame MP3 Compression V9,8,0.7575,0.04240216061964941
6857,Lame MP3 Compression V1,0,0.051,0.1440684875662454
6857,Lame MP3 Compression V2,1,0.075,0.1210762331838565
6857,Lame MP3 Compression V3,2,0.12325,0.1068895230330208
6857,Lame MP3 Compression V4,3,0.267,0.08915613534447615
6857,Lame MP3 Compression V5,4,0.544,0.07154504688136976
6857,Lame MP3 Compression V6,5,0.775,0.05980432123929882
6857,Lame MP3 Compression V7,6,0.6205,0.05301671422747656
6857,Lame MP3 Compression V8,7,0.60625,0.051121076233183856
6857,Lame MP3 Compression V9,8,0,0.039884834896045655
6858,Lame MP3 Compression V1,0,0.0475,0.15195225333916998
6858,Lame MP3 Compression V2,1,0.0485,0.13273400881903888
6858,Lame MP3 Compression V3,2,0.103,0.12069057558642338
6858,Lame MP3 Compression V4,3,0.121,0.10454725018951325
6858,Lame MP3 Compression V5,4,0.459,0.07725734297092707
6858,Lame MP3 Compression V6,5,0.81825,0.060217166163077485
6858,Lame MP3 Compression V7,6,0.74675,0.05650163888918547
6858,Lame MP3 Compression V8,7,0.72125,0.051761138574219795
6858,Lame MP3 Compression V9,8,0,0.035260140293185
6859,Lame MP3 Compression V1,0,0.05475,0.14451965578356218
6859,Lame MP3 Compression V2,1,0.09475,0.12325169225513015
6859,Lame MP3 Compression V3,2,0.11375,0.11197710917981679
6859,Lame MP3 Compression V4,3,0.2835,0.09801200059789456
6859,Lame MP3 Compression V5,4,0.55,0.07712839785612094
6859,Lame MP3 Compression V6,5,0.75,0.06546945399414918
6859,Lame MP3 Compression V7,6,0.6985,0.06207426704533322
6859,Lame MP3 Compression V8,7,0.668,0.0563729153765668
6859,Lame MP3 Compression V9,8,0,0.043726377826653284
6860,Lame MP3 Compression V1,0,0.05975,0.14675907052588666
6860,Lame MP3 Compression V2,1,0.1235,0.1252344068487566
6860,Lame MP3 Compression V3,2,0.19725,0.11642886261720342
6860,Lame MP3 Compression V4,3,0.304,0.10199755401549124
6860,Lame MP3 Compression V5,4,0.56075,0.07545862209539339
6860,Lame MP3 Compression V6,5,0.81925,0.062005707297187115
6860,Lame MP3 Compression V7,6,0.79275,0.056685690990623726
6860,Lame MP3 Compression V8,7,0.72275,0.05613534447615165
6860,Lame MP3 Compression V9,8,0,0.04147472482674276
6861,Lame MP3 Compression V1,0,0.03625,0.15297559309004718
6861,Lame MP3 Compression V2,1,0.04475,0.13708868057483292
6861,Lame MP3 Compression V3,2,0.097,0.12914522431722578
6861,Lame MP3 Compression V4,3,0.2105,0.11607695757083983
6861,Lame MP3 Compression V5,4,0.5125,0.09263094958467681
6861,Lame MP3 Compression V6,5,0.61875,0.08302192991821657
6861,Lame MP3 Compression V7,6,0.60225,0.07783305929832803
6861,Lame MP3 Compression V8,7,0.885,0.06713501740300229
6861,Lame MP3 Compression V9,8,0.94,0.055390660032884204
6862,Lame MP3 Compression V1,0,0.036,0.1363214144627967
6862,Lame MP3 Compression V2,1,0.0655,0.11197830473729728
6862,Lame MP3 Compression V3,2,0.09975,0.09481000629931348
6862,Lame MP3 Compression V4,3,0.206,0.08007601883387963
6862,Lame MP3 Compression V5,4,0.4545,0.06188274735482218
6862,Lame MP3 Compression V6,5,0,0.05035180064274351
6862,Lame MP3 Compression V7,6,0,0.0484299761907304
6862,Lame MP3 Compression V8,7,0,0.04035831349227533
6862,Lame MP3 Compression V9,8,0,0.030124598285305518
6863,Lame MP3 Compression V1,0,0.084,0.1440684875662454
6863,Lame MP3 Compression V2,1,0.13225,0.12229922543823889
6863,Lame MP3 Compression V3,2,0.18575,0.11373827965756217
6863,Lame MP3 Compression V4,3,0.352,0.10346514472075011
6863,Lame MP3 Compression V5,4,0.5145,0.08487566245413779
6863,Lame MP3 Compression V6,5,0.75075,0.0704443538524256
6863,Lame MP3 Compression V7,6,0.69275,0.06567468406033429
6863,Lame MP3 Compression V8,7,0.6595,0.06714227476559315
6863,Lame MP3 Compression V9,8,0.869,0.050351610273134936
6864,Lame MP3 Compression V1,0,0.04875,0.1396510858192223
6864,Lame MP3 Compression V2,1,0.11525,0.11658943861971771
6864,Lame MP3 Compression V3,2,0.12175,0.10249620977557601
6864,Lame MP3 Compression V4,3,0.216,0.08853110119365377
6864,Lame MP3 Compression V5,4,0.4215,0.06956930238517221
6864,Lame MP3 Compression V6,5,0.72075,0.058038478785419914
6864,Lame MP3 Compression V7,6,0,0.0536183297388482
6864,Lame MP3 Compression V8,7,0.5585,0.05291366829664111
6864,Lame MP3 Compression V9,8,0,0.040395251008947065
6865,Lame MP3 Compression V1,0,0.05025,0.14349469368580642
6865,Lame MP3 Compression V2,1,0.055,0.12068928701074075
6865,Lame MP3 Compression V3,2,0.11475,0.1063398176421601
6865,Lame MP3 Compression V4,3,0.29275,0.09134974696248212
6865,Lame MP3 Compression V5,4,0.565,0.0726441886784395
6865,Lame MP3 Compression V6,5,0.61775,0.061497725865345604
6865,Lame MP3 Compression V7,6,0.625,0.05611667485212787
6865,Lame MP3 Compression V8,7,0.63875,0.051376225150007476
6865,Lame MP3 Compression V9,8,0.73525,0.04136682966411138
6866,Lame MP3 Compression V1,0,0.03375,0.14504688136975133
6866,Lame MP3 Compression V2,1,0.04175,0.1232776192417448
6866,Lame MP3 Compression V3,2,0.0845,0.11055849979616796
6866,Lame MP3 Compression V4,3,0.26025,0.09563799429270281
6866,Lame MP3 Compression V5,4,0.47675,0.08035059111292295
6866,Lame MP3 Compression V6,5,0.63175,0.07130044843049327
6866,Lame MP3 Compression V7,6,0.5835,0.06292295148797392
6866,Lame MP3 Compression V8,7,0.55525,0.0594374235629841
6866,Lame MP3 Compression V9,8,0.6445,0.04849673868732165
6867,Lame MP3 Compression V1,0,0.0335,0.13683244005039397
6867,Lame MP3 Compression V2,1,0.06075,0.11479575494864513
6867,Lame MP3 Compression V3,2,0.106,0.09967756400674767
6867,Lame MP3 Compression V4,3,0.2115,0.08571245542482543
6867,Lame MP3 Compression V5,4,0.38075,0.06982554290961115
6867,Lame MP3 Compression V6,5,0.56725,0.05547607354103051
6867,Lame MP3 Compression V7,6,0.59825,0.051119984625568535
6867,Lame MP3 Compression V8,7,0.60175,0.049070060430057016
6867,Lame MP3 Compression V9,8,0.65675,0.03442698212722342
6868,Lame MP3 Compression V1,0,0.066,0.14708206102795157
6868,Lame MP3 Compression V2,1,0.097,0.12607033802395848
6868,Lame MP3 Compression V3,2,0.1715,0.11658943861971771
6868,Lame MP3 Compression V4,3,0.33325,0.10275245030001495
6868,Lame MP3 Compression V5,4,0.554,0.08045952467382717
6868,Lame MP3 Compression V6,5,0.8395,0.06713501740300229
6868,Lame MP3 Compression V7,6,0.7385,0.0613055454720164
6868,Lame MP3 Compression V8,7,0.703,0.057141636949883626
6868,Lame MP3 Compression V9,8,0,0.0440039717281288
6869,Lame MP3 Compression V1,0,0.06875,0.13785740214814973
6869,Lame MP3 Compression V2,1,0.11075,0.11915184386410711
6869,Lame MP3 Compression V3,2,0.18875,0.10838974183767162
6869,Lame MP3 Compression V4,3,0.39875,0.09404027246909098
6869,Lame MP3 Compression V5,4,0.55825,0.07430975208729261
6869,Lame MP3 Compression V6,5,0.692,0.0649569729452713
6869,Lame MP3 Compression V7,6,0.6225,0.06015246311204117
6869,Lame MP3 Compression V8,7,0.59475,0.0563729153765668
6869,Lame MP3 Compression V9,8,0.79875,0.04414810702312571
6870,Lame MP3 Compression V1,0,0.036,0.14822666123114553
6870,Lame MP3 Compression V2,1,0.08525,0.1289033836119038
6870,Lame MP3 Compression V3,2,0.1555,0.11863024867509173
6870,Lame MP3 Compression V4,3,0.29725,0.10444353852425602
6870,Lame MP3 Compression V5,4,0.49925,0.08781084386465553
6870,Lame MP3 Compression V6,5,0.711,0.07472482674276396
6870,Lame MP3 Compression V7,6,0.663,0.06750917244190786
6870,Lame MP3 Compression V8,7,0.7735,0.06408479412963718
6870,Lame MP3 Compression V9,8,0.88275,0.05048919690175296
6871,Lame MP3 Compression V1,0,0.0455,0.14553459504081695
6871,Lame MP3 Compression V2,1,0.07825,0.12278717094200019
6871,Lame MP3 Compression V3,2,0.101,0.10884520133304797
6871,Lame MP3 Compression V4,3,0.163,0.09233497416455193
6871,Lame MP3 Compression V5,4,0.3805,0.07350108539456386
6871,Lame MP3 Compression V6,5,0.66775,0.059926009722689334
6871,Lame MP3 Compression V7,6,0.6105,0.05356651481334271
6871,Lame MP3 Compression V8,7,0.56625,0.050509065337695294
6871,Lame MP3 Compression V9,8,0,0.03816206520520582
6872,Lame MP3 Compression V1,0,0.07025,0.1443130860171219
6872,Lame MP3 Compression V2,1,0.0965,0.12303302079086832
6872,Lame MP3 Compression V3,2,0.15625,0.1134936812066857
6872,Lame MP3 Compression V4,3,0.34175,0.0990623726049735
6872,Lame MP3 Compression V5,4,0.52325,0.07949449653485528
6872,Lame MP3 Compression V6,5,0.671,0.0682429677945373
6872,Lame MP3 Compression V7,6,0.647,0.058520179372197306
6872,Lame MP3 Compression V8,7,0.608,0.054423155320016306
6872,Lame MP3 Compression V9,8,0.806,0.04332959641255606
6873,Lame MP3 Compression V1,0,0.049,0.14631333945463476
6873,Lame MP3 Compression V2,1,0.1245,0.12427665435288592
6873,Lame MP3 Compression V3,2,0.2305,0.11453951442420619
6873,Lame MP3 Compression V4,3,0.3425,0.1037774123977707
6873,Lame MP3 Compression V5,4,0.51475,0.08481561358928914
6873,Lame MP3 Compression V6,5,0.6925,0.07238794815400056
6873,Lame MP3 Compression V7,6,0.68925,0.06438043176528369
6873,Lame MP3 Compression V8,7,0.61375,0.061497725865345604
6873,Lame MP3 Compression V9,8,0.8035,0.04802908329952382
6874,Lame MP3 Compression V1,0,0.04125,0.14323845316136746
6874,Lame MP3 Compression V2,1,0.10425,0.12427665435288592
6874,Lame MP3 Compression V3,2,0.13025,0.11325831180201149
6874,Lame MP3 Compression V4,3,0.316,0.1008306463667229
6874,Lame MP3 Compression V5,4,0.51775,0.08327817044265551
6874,Lame MP3 Compression V6,5,0.67875,0.07149110631846427
6874,Lame MP3 Compression V7,6,0.66675,0.06361171019196686
6874,Lame MP3 Compression V8,7,0.64425,0.06316328927419872
6874,Lame MP3 Compression V9,8,0.817,0.04872840639747176
6875,Lame MP3 Compression V1,0,0.0415,0.14260089686098654
6875,Lame MP3 Compression V2,1,0.07125,0.11814105177333876
6875,Lame MP3 Compression V3,2,0.10425,0.10175295556461476
6875,Lame MP3 Compression V4,3,0.20975,0.0852425601304525
6875,Lame MP3 Compression V5,4,0.4375,0.06506318793314309
6875,Lame MP3 Compression V6,5,0,0.05479005299633102
6875,Lame MP3 Compression V7,6,0,0.04861394211169996
6875,Lame MP3 Compression V8,7,0.60975,0.04671830411740726
