SAMPLE_INDEX,FUNCTION_NAME,FUNCTION_INDEX,PEAQ_OBJECTIVE_DIFFERENCE,COMPRESSION_RATIO
983,Lame MP3 Compression V9,8,0,0.03748051504345412
984,Lame MP3 Compression V1,0,0.02175,0.1443130860171219
984,Lame MP3 Compression V2,1,0.042,0.1252344068487566
984,Lame MP3 Compression V3,2,0.05525,0.10884631064003261
984,Lame MP3 Compression V4,3,0.12575,0.08719934773746434
984,Lame MP3 Compression V5,4,0.3665,0.05980432123929882
984,Lame MP3 Compression V6,5,0.6755,0.04708520179372197
984,Lame MP3 Compression V7,6,0,0.04769669792091317
984,Lame MP3 Compression V8,7,0,0.033632286995515695
984,Lame MP3 Compression V9,8,0,0.020011210762331838
985,Lame MP3 Compression V1,0,0.07825,0.14553607827150428
985,Lame MP3 Compression V2,1,0.11025,0.1252344068487566
985,Lame MP3 Compression V3,2,0.195,0.1144720750101916
985,Lame MP3 Compression V4,3,0.33025,0.10370974317162658
985,Lame MP3 Compression V5,4,0.53375,0.0864655523848349
985,Lame MP3 Compression V6,5,0.72075,0.07276803913575214
985,Lame MP3 Compression V7,6,0.6535,0.06769262128006523
985,Lame MP3 Compression V8,7,0.623,0.07068895230330208
985,Lame MP3 Compression V9,8,0.84925,0.05286893599673869
986,Lame MP3 Compression V1,0,0.06275,0.1440684875662454
986,Lame MP3 Compression V2,1,0.10975,0.12474520994700367
986,Lame MP3 Compression V3,2,0.12775,0.11275988585405626
986,Lame MP3 Compression V4,3,0.1935,0.09637178964533225
986,Lame MP3 Compression V5,4,0.4655,0.07496942519364044
986,Lame MP3 Compression V6,5,0.721,0.0626172034243783
986,Lame MP3 Compression V7,6,0.59625,0.05521810028536486
986,Lame MP3 Compression V8,7,0.5775,0.052099470036689764
986,Lame MP3 Compression V9,8,0,0.039619853240929474
987,Lame MP3 Compression V1,0,0.05975,0.1473383015523905
987,Lame MP3 Compression V2,1,0.08725,0.12607033802395848
987,Lame MP3 Compression V3,2,0.1225,0.11351455232645043
987,Lame MP3 Compression V4,3,0.173,0.0986526019089919
987,Lame MP3 Compression V5,4,0.53225,0.07315666972731738
987,Lame MP3 Compression V6,5,0.81925,0.0585509598342978
987,Lame MP3 Compression V7,6,0.77925,0.054579231705494224
987,Lame MP3 Compression V8,7,0.70425,0.052529307509982706
987,Lame MP3 Compression V9,8,0,0.03942367235378275
988,Lame MP3 Compression V1,0,0.0445,0.13991031390134528
988,Lame MP3 Compression V2,1,0.078,0.11545046881369751
988,Lame MP3 Compression V3,2,0.105,0.09979616795760293
988,Lame MP3 Compression V4,3,0.20475,0.08328577252344069
988,Lame MP3 Compression V5,4,0.50975,0.062250305748063596
988,Lame MP3 Compression V6,5,0,0.04916428862617203
988,Lame MP3 Compression V7,6,0,0.04769669792091317
988,Lame MP3 Compression V8,7,0,0.03986954749286588
988,Lame MP3 Compression V9,8,0,0.027960660415817365
989,Lame MP3 Compression V1,0,0.027,0.14455768446799838
989,Lame MP3 Compression V2,1,0.0785,0.12596820220138605
989,Lame MP3 Compression V3,2,0.1625,0.11545046881369751
989,Lame MP3 Compression V4,3,0.308,0.10248675091724418
989,Lame MP3 Compression V5,4,0.471,0.08536485935589075
989,Lame MP3 Compression V6,5,0.59775,0.07374643293925805
989,Lame MP3 Compression V7,6,0.58775,0.06677537708927843
989,Lame MP3 Compression V8,7,0.5775,0.06628618018752548
989,Lame MP3 Compression V9,8,0.7085,0.052211577660008154
990,Lame MP3 Compression V1,0,0.06975,0.13990732634366124
990,Lame MP3 Compression V2,1,0.11525,0.11966432491298498
990,Lame MP3 Compression V3,2,0.14,0.10710853921547693
990,Lame MP3 Compression V4,3,0.26275,0.09378403194465204
990,Lame MP3 Compression V5,4,0.50875,0.07725651811834042
990,Lame MP3 Compression V6,5,0.67375,0.06508509320749077
990,Lame MP3 Compression V7,6,0.67925,0.0574619376054323
990,Lame MP3 Compression V8,7,0.73625,0.05304178855886058
990,Lame MP3 Compression V9,8,0.84825,0.04109457410689501
991,Lame MP3 Compression V1,0,0.05625,0.13606517120252826
991,Lame MP3 Compression V2,1,0.09325,0.11556571038105508
991,Lame MP3 Compression V3,2,0.19675,0.10326603388817117
991,Lame MP3 Compression V4,3,0.44525,0.08417591099817427
991,Lame MP3 Compression V5,4,0.606,0.06764822071086152
991,Lame MP3 Compression V6,5,0,0.05842346334119858
991,Lame MP3 Compression V7,6,0.67625,0.05227362509475662
991,Lame MP3 Compression V8,7,0.628,0.04894246271126723
991,Lame MP3 Compression V9,8,0,0.039146496407255954
992,Lame MP3 Compression V1,0,0.04375,0.1345262753304435
992,Lame MP3 Compression V2,1,0.1055,0.1127458307531336
992,Lame MP3 Compression V3,2,0.162,0.09724327902457773
992,Lame MP3 Compression V4,3,0.28325,0.08276568939377763
992,Lame MP3 Compression V5,4,0.589,0.06457261215861289
992,Lame MP3 Compression V6,5,0.69375,0.05393863039439687
992,Lame MP3 Compression V7,6,0.724,0.05092780423223933
992,Lame MP3 Compression V8,7,0.71275,0.04497021203903397
992,Lame MP3 Compression V9,8,0,0.03276141871837031
993,Lame MP3 Compression V1,0,0.03325,0.15092566889453568
993,Lame MP3 Compression V2,1,0.0635,0.12837650274390894
993,Lame MP3 Compression V3,2,0.054,0.11325831180201149
993,Lame MP3 Compression V4,3,0.13825,0.09634643718904144
993,Lame MP3 Compression V5,4,0.298,0.07635967628280413
993,Lame MP3 Compression V6,5,0.61225,0.060600884029809315
993,Lame MP3 Compression V7,6,0.53975,0.05707757681877389
993,Lame MP3 Compression V8,7,0.545,0.053426149345518995
993,Lame MP3 Compression V9,8,0.7235,0.037064124191240846
994,Lame MP3 Compression V1,0,0.07775,0.14504688136975133
994,Lame MP3 Compression V2,1,0.15825,0.1252344068487566
994,Lame MP3 Compression V3,2,0.172,0.11373827965756217
994,Lame MP3 Compression V4,3,0.27425,0.09588259274357928
994,Lame MP3 Compression V5,4,0.5075,0.07778230737871994
994,Lame MP3 Compression V6,5,0.692,0.06579698328577252
994,Lame MP3 Compression V7,6,0.69725,0.059987770077456176
994,Lame MP3 Compression V8,7,0.901,0.05307786384019568
994,Lame MP3 Compression V9,8,0.93025,0.04226966979209132
995,Lame MP3 Compression V1,0,0.04825,0.1401650633668229
995,Lame MP3 Compression V2,1,0.0785,0.11992184580561813
995,Lame MP3 Compression V3,2,0.08775,0.10659719627166056
995,Lame MP3 Compression V4,3,0.2395,0.09109447902542146
995,Lame MP3 Compression V5,4,0.5385,0.07315745080663243
995,Lame MP3 Compression V6,5,0.78575,0.0604734094233459
995,Lame MP3 Compression V7,6,0.69675,0.05419544954676973
995,Lame MP3 Compression V8,7,0.6665,0.05150489531395138
995,Lame MP3 Compression V9,8,0.77575,0.039146496407255954
996,Lame MP3 Compression V1,0,0.03525,0.14822666123114553
996,Lame MP3 Compression V2,1,0.065,0.12645739910313902
996,Lame MP3 Compression V3,2,0.141,0.11202609050142683
996,Lame MP3 Compression V4,3,0.33825,0.096249490419894
996,Lame MP3 Compression V5,4,0.4995,0.07949449653485528
996,Lame MP3 Compression V6,5,0.6055,0.06971055849979617
996,Lame MP3 Compression V7,6,0.5955,0.06273950264981655
996,Lame MP3 Compression V8,7,0.557,0.06066041581736649
996,Lame MP3 Compression V9,8,0.72875,0.04650937627395026
997,Lame MP3 Compression V1,0,0.0345,0.1491319852234631
997,Lame MP3 Compression V2,1,0.07675,0.13273259165937093
997,Lame MP3 Compression V3,2,0.119,0.12478913540176378
997,Lame MP3 Compression V4,3,0.21675,0.11351455232645043
997,Lame MP3 Compression V5,4,0.40525,0.09929320322008926
997,Lame MP3 Compression V6,5,0.58175,0.08789049988255643
997,Lame MP3 Compression V7,6,0.586,0.07975486323162008
997,Lame MP3 Compression V8,7,0.92525,0.08045952467382717
997,Lame MP3 Compression V9,8,0.94625,0.06260810147124768
998,Lame MP3 Compression V1,0,0.04275,0.14284549531186302
998,Lame MP3 Compression V2,1,0.1015,0.12156543008560945
998,Lame MP3 Compression V3,2,0.22975,0.1122706889523033
998,Lame MP3 Compression V4,3,0.37275,0.09857317570322055
998,Lame MP3 Compression V5,4,0.523,0.08120668569099063
998,Lame MP3 Compression V6,5,0.71925,0.0682429677945373
998,Lame MP3 Compression V7,6,0.65125,0.062189156135344474
998,Lame MP3 Compression V8,7,0.6255,0.058948226661231146
998,Lame MP3 Compression V9,8,0.838,0.04783428454953119
999,Lame MP3 Compression V1,0,0.01475,0.14451965578356218
999,Lame MP3 Compression V2,1,0.032,0.12068928701074075
999,Lame MP3 Compression V3,2,0.052,0.10095876662894236
999,Lame MP3 Compression V4,3,0.1165,0.07700027759390148
999,Lame MP3 Compression V5,4,0.30125,0.052529307509982706
999,Lame MP3 Compression V6,5,0.61775,0.04714825649676496
999,Lame MP3 Compression V7,6,0,0.04842945911895966
999,Lame MP3 Compression V8,7,0,0.0294676603104781
999,Lame MP3 Compression V9,8,0,0.01763255108795456
1000,Lame MP3 Compression V1,0,0.0555,0.14067604791697808
1000,Lame MP3 Compression V2,1,0.10525,0.11863936281522923
1000,Lame MP3 Compression V3,2,0.13425,0.1037774123977707
1000,Lame MP3 Compression V4,3,0.2305,0.08904358224253166
1000,Lame MP3 Compression V5,4,0.454,0.07238794815400056
1000,Lame MP3 Compression V6,5,0.76425,0.058294719309858856
1000,Lame MP3 Compression V7,6,0,0.05304178855886058
1000,Lame MP3 Compression V8,7,0.606,0.049966902265593305
1000,Lame MP3 Compression V9,8,0,0.03942367235378275
1001,Lame MP3 Compression V1,0,0.03975,0.14272597211248958
1001,Lame MP3 Compression V2,1,0.10425,0.12273921120625227
1001,Lame MP3 Compression V3,2,0.185,0.11172086865537785
1001,Lame MP3 Compression V4,3,0.38275,0.09762763981123615
1001,Lame MP3 Compression V5,4,0.555,0.08174072729602186
1001,Lame MP3 Compression V6,5,0.712,0.07097862526958638
1001,Lame MP3 Compression V7,6,0.703,0.06207426704533322
1001,Lame MP3 Compression V8,7,0.7495,0.057013516687664155
1001,Lame MP3 Compression V9,8,0.86625,0.04636885823492985
1002,Lame MP3 Compression V1,0,0.0655,0.14822666123114553
1002,Lame MP3 Compression V2,1,0.09325,0.12621280065226254
1002,Lame MP3 Compression V3,2,0.1555,0.11740725642070933
1002,Lame MP3 Compression V4,3,0.2405,0.1056665307786384
1002,Lame MP3 Compression V5,4,0.47575,0.08768854463921728
1002,Lame MP3 Compression V6,5,0.728,0.07374643293925805
1002,Lame MP3 Compression V7,6,0.67425,0.06567468406033429
1002,Lame MP3 Compression V8,7,0.62525,0.0666530778638402
1002,Lame MP3 Compression V9,8,0.8295,0.04876172034243783
1003,Lame MP3 Compression V1,0,0.07875,0.14162250305748064
1003,Lame MP3 Compression V2,1,0.1285,0.1210762331838565
1003,Lame MP3 Compression V3,2,0.2005,0.11104769669792092
1003,Lame MP3 Compression V4,3,0.36975,0.09710558499796168
1003,Lame MP3 Compression V5,4,0.55025,0.07961679576029351
1003,Lame MP3 Compression V6,5,0.70125,0.0682429677945373
1003,Lame MP3 Compression V7,6,0.65475,0.06182225845902976
1003,Lame MP3 Compression V8,7,0.637,0.05760293518141052
1003,Lame MP3 Compression V9,8,0.78575,0.046381981247452096
1004,Lame MP3 Compression V1,0,0.05725,0.14480228291887484
1004,Lame MP3 Compression V2,1,0.1085,0.12229922543823889
1004,Lame MP3 Compression V3,2,0.15825,0.11275988585405626
1004,Lame MP3 Compression V4,3,0.36,0.09514879739094986
1004,Lame MP3 Compression V5,4,0.51075,0.0770485120260905
1004,Lame MP3 Compression V6,5,0.62175,0.06653077863840196
1004,Lame MP3 Compression V7,6,0.58925,0.059987770077456176
1004,Lame MP3 Compression V8,7,0.561,0.053567060741948634
1004,Lame MP3 Compression V9,8,0,0.04213717896453322
1005,Lame MP3 Compression V1,0,0.04225,0.14455768446799838
1005,Lame MP3 Compression V2,1,0.07175,0.12278842233999185
1005,Lame MP3 Compression V3,2,0.10175,0.10884631064003261
1005,Lame MP3 Compression V4,3,0.1895,0.09258051365674684
1005,Lame MP3 Compression V5,4,0.44575,0.07081125152874032
1005,Lame MP3 Compression V6,5,0.683,0.055034651447207504
1005,Lame MP3 Compression V7,6,0,0.04934773746432939
1005,Lame MP3 Compression V8,7,0,0.04525071341214839
1005,Lame MP3 Compression V9,8,0,0.034187729311047695
1006,Lame MP3 Compression V1,0,0.069,0.14602527517325722
1006,Lame MP3 Compression V2,1,0.17475,0.12719119445576846
1006,Lame MP3 Compression V3,2,0.22425,0.11471667346106808
1006,Lame MP3 Compression V4,3,0.405,0.10199755401549124
1006,Lame MP3 Compression V5,4,0.57525,0.09099062372604974
1006,Lame MP3 Compression V6,5,0.72375,0.07496942519364044
1006,Lame MP3 Compression V7,6,0.69425,0.07227884223399919
1006,Lame MP3 Compression V8,7,0.93375,0.06127191194455769
1006,Lame MP3 Compression V9,8,0.9525,0.04677435792906645
1007,Lame MP3 Compression V1,0,0.04475,0.13844272319608641
1007,Lame MP3 Compression V2,1,0.068,0.1144720750101916
1007,Lame MP3 Compression V3,2,0.155,0.09930697105584999
1007,Lame MP3 Compression V4,3,0.372,0.08157358336730534
1007,Lame MP3 Compression V5,4,0,0.06420709335507542
1007,Lame MP3 Compression V6,5,0,0.05454545454545454
1007,Lame MP3 Compression V7,6,0,0.04879739094985732
1007,Lame MP3 Compression V8,7,0,0.04561761108846311
1007,Lame MP3 Compression V9,8,0,0.03511516510395434
1008,Lame MP3 Compression V1,0,0.04525,0.14504688136975133
1008,Lame MP3 Compression V2,1,0.096,0.12474520994700367
1008,Lame MP3 Compression V3,2,0.1805,0.11398287810843864
1008,Lame MP3 Compression V4,3,0.371,0.09955156950672646
1008,Lame MP3 Compression V5,4,0.53825,0.07949449653485528
1008,Lame MP3 Compression V6,5,0.67725,0.06897676314716673
1008,Lame MP3 Compression V7,6,0.62175,0.06237260497350183
1008,Lame MP3 Compression V8,7,0.58125,0.06090501426824297
1008,Lame MP3 Compression V9,8,0.8005,0.046911944557684465
1009,Lame MP3 Compression V1,0,0.0715,0.1443130860171219
1009,Lame MP3 Compression V2,1,0.11025,0.12181002853648594
1009,Lame MP3 Compression V3,2,0.15425,0.10884631064003261
1009,Lame MP3 Compression V4,3,0.27125,0.09209131675499388
1009,Lame MP3 Compression V5,4,0.5405,0.0726457399103139
1009,Lame MP3 Compression V6,5,0.71375,0.05955972278842234
1009,Lame MP3 Compression V7,6,0.65825,0.053383611903791275
1009,Lame MP3 Compression V8,7,0.6605,0.04977578475336323
1009,Lame MP3 Compression V9,8,0.8055,0.03710252751732572
1010,Lame MP3 Compression V1,0,0.05025,0.13811364267258866
1010,Lame MP3 Compression V2,1,0.08125,0.11607695757083983
1010,Lame MP3 Compression V3,2,0.12075,0.10147124767782024
1010,Lame MP3 Compression V4,3,0.22525,0.08648117699814226
1010,Lame MP3 Compression V5,4,0.47725,0.06828809976297752
1010,Lame MP3 Compression V6,5,0.78075,0.052144946723324294
1010,Lame MP3 Compression V7,6,0,0.04919818069227648
1010,Lame MP3 Compression V8,7,0.6705,0.04368900941683927
1010,Lame MP3 Compression V9,8,0,0.031234652260254958
1011,Lame MP3 Compression V1,0,0.04325,0.15348807413892507
1011,Lame MP3 Compression V2,1,0.0865,0.13350131323268774
1011,Lame MP3 Compression V3,2,0.14025,0.12120176805961863
1011,Lame MP3 Compression V4,3,0.25975,0.10608357711772116
1011,Lame MP3 Compression V5,4,0.46325,0.09327155089577417
1011,Lame MP3 Compression V6,5,0.6835,0.07956268283829088
1011,Lame MP3 Compression V7,6,0.61725,0.07360509064508552
1011,Lame MP3 Compression V8,7,0.7095,0.07136298605624479
1011,Lame MP3 Compression V9,8,0.792,0.055390660032884204
1012,Lame MP3 Compression V1,0,0.031,0.14847125968202202
1012,Lame MP3 Compression V2,1,0.0445,0.12816958825927435
1012,Lame MP3 Compression V3,2,0.10875,0.11667346106807991
1012,Lame MP3 Compression V4,3,0.35075,0.09894007337953527
1012,Lame MP3 Compression V5,4,0.55375,0.08022829188748472
1012,Lame MP3 Compression V6,5,0.7575,0.06934366082348145
1012,Lame MP3 Compression V7,6,0.66675,0.06273950264981655
1012,Lame MP3 Compression V8,7,0.9495,0.056624541377904604
1012,Lame MP3 Compression V9,8,0.96525,0.04571952710966164
1013,Lame MP3 Compression V1,0,0.03975,0.1528474728278277
1013,Lame MP3 Compression V2,1,0.08325,0.13631995900151608
1013,Lame MP3 Compression V3,2,0.07975,0.1286327432683479
1013,Lame MP3 Compression V4,3,0.171,0.11607695757083983
1013,Lame MP3 Compression V5,4,0.51525,0.09557771561572463
1013,Lame MP3 Compression V6,5,0.62025,0.08494373385150862
1013,Lame MP3 Compression V7,6,0.6755,0.07687215733168201
1013,Lame MP3 Compression V8,7,0.9045,0.06380389058529606
1013,Lame MP3 Compression V9,8,0.947,0.05275351796886678
1014,Lame MP3 Compression V1,0,0.05575,0.13942111699959234
1014,Lame MP3 Compression V2,1,0.0725,0.11985324092947411
1014,Lame MP3 Compression V3,2,0.14625,0.10762331838565023
1014,Lame MP3 Compression V4,3,0.325,0.09343660823481452
1014,Lame MP3 Compression V5,4,0.54125,0.07582551977170811
1014,Lame MP3 Compression V6,5,0.74575,0.06481858948226661
1014,Lame MP3 Compression V7,6,0.62975,0.06053811659192825
1014,Lame MP3 Compression V8,7,0.60225,0.05845902975947819
1014,Lame MP3 Compression V9,8,0.81525,0.04491948634325316
1015,Lame MP3 Compression V1,0,0.061,0.15015694732121884
1015,Lame MP3 Compression V2,1,0.03825,0.12888898379278682
1015,Lame MP3 Compression V3,2,0.1275,0.11992056543742392
1015,Lame MP3 Compression V4,3,0.21725,0.10428989344664859
1015,Lame MP3 Compression V5,4,0.47025,0.08353441096709445
1015,Lame MP3 Compression V6,5,0.60425,0.07161922658068373
1015,Lame MP3 Compression V7,6,0.58525,0.06418825137195447
1015,Lame MP3 Compression V8,7,0.586,0.055988554589908396
1015,Lame MP3 Compression V9,8,0,0.047196301595097266
1016,Lame MP3 Compression V1,0,0.038,0.14113330615572767
1016,Lame MP3 Compression V2,1,0.10475,0.12254382388911537
1016,Lame MP3 Compression V3,2,0.19425,0.11398287810843864
1016,Lame MP3 Compression V4,3,0.373,0.10163065633917652
1016,Lame MP3 Compression V5,4,0.546,0.08719934773746434
1016,Lame MP3 Compression V6,5,0.813,0.07509172441907867
1016,Lame MP3 Compression V7,6,0.725,0.06805951895637995
1016,Lame MP3 Compression V8,7,0.91525,0.05980432123929882
1016,Lame MP3 Compression V9,8,0.9445,0.04942927028128822
1017,Lame MP3 Compression V1,0,0.03925,0.14861950417458522
1017,Lame MP3 Compression V2,1,0.08725,0.13119514851273728
1017,Lame MP3 Compression V3,2,0.09775,0.12427665435288592
1017,Lame MP3 Compression V4,3,0.19675,0.1127458307531336
1017,Lame MP3 Compression V5,4,0.40175,0.09878072217121138
1017,Lame MP3 Compression V6,5,0.59275,0.08763425935811749
1017,Lame MP3 Compression V7,6,0.64625,0.07648779654502359
1017,Lame MP3 Compression V8,7,0.9355,0.06239456770088189
1017,Lame MP3 Compression V9,8,0.959,0.05220366851017488
1018,Lame MP3 Compression V1,0,0.0145,0.14631333945463476
1018,Lame MP3 Compression V2,1,0.0355,0.12709530012171424
1018,Lame MP3 Compression V3,2,0.04525,0.11428327389976725
1018,Lame MP3 Compression V4,3,0.077,0.089684183553629
1018,Lame MP3 Compression V5,4,0.33575,0.050991864363349064
1018,Lame MP3 Compression V6,5,0.7565,0.04714825649676496
1018,Lame MP3 Compression V7,6,0,0.04804509833230125
1018,Lame MP3 Compression V8,7,0,0.026649014541649762
1018,Lame MP3 Compression V9,8,0,0.01402383036877282
1019,Lame MP3 Compression V1,0,0.089,0.14400871227084913
1019,Lame MP3 Compression V2,1,0.14225,0.12530295427125485
1019,Lame MP3 Compression V3,2,0.23,0.11659068342212874
1019,Lame MP3 Compression V4,3,0.31625,0.10480349344978165
1019,Lame MP3 Compression V5,4,0.5585,0.08673834360085841
1019,Lame MP3 Compression V6,5,0.83875,0.07059501820394828
1019,Lame MP3 Compression V7,6,0.76725,0.06995441005327724
1019,Lame MP3 Compression V8,7,0.76075,0.06252335550549322
1019,Lame MP3 Compression V9,8,0.9335,0.04761853919988042
1020,Lame MP3 Compression V1,0,0.04925,0.14631333945463476
1020,Lame MP3 Compression V2,1,0.1035,0.12914522431722578
1020,Lame MP3 Compression V3,2,0.115,0.12120176805961863
1020,Lame MP3 Compression V4,3,0.264,0.11069590655762208
1020,Lame MP3 Compression V5,4,0.408,0.09852448164677244
1020,Lame MP3 Compression V6,5,0.65475,0.08430313254041126
1020,Lame MP3 Compression V7,6,0.694,0.0732207298584271
1020,Lame MP3 Compression V8,7,0.926,0.05983216245649249
1020,Lame MP3 Compression V9,8,0.95525,0.05025517285558711
1021,Lame MP3 Compression V1,0,0.01,0.13526294333469221
1021,Lame MP3 Compression V2,1,0.025,0.11129229514879739
1021,Lame MP3 Compression V3,2,0.0505,0.09013452914798206
1021,Lame MP3 Compression V4,3,0.11175,0.0666530778638402
1021,Lame MP3 Compression V5,4,0,0.04732980024459845
1021,Lame MP3 Compression V6,5,0.685,0.04696290256828373
1021,Lame MP3 Compression V7,6,0.69225,0.04769669792091317
1021,Lame MP3 Compression V8,7,0.64775,0.02653893192009784
1021,Lame MP3 Compression V9,8,0,0.01842132083163473
1022,Lame MP3 Compression V1,0,0.0465,0.14272749596950704
1022,Lame MP3 Compression V2,1,0.05675,0.1209468188466918
1022,Lame MP3 Compression V3,2,0.075,0.10762216931273422
1022,Lame MP3 Compression V4,3,0.25575,0.093272546737703
1022,Lame MP3 Compression V5,4,0.4865,0.07456678873810871
1022,Lame MP3 Compression V6,5,0.6115,0.06354832854656688
1022,Lame MP3 Compression V7,6,0.60125,0.05861564578639989
1022,Lame MP3 Compression V8,7,0.5725,0.05483605769744077
1022,Lame MP3 Compression V9,8,0,0.04192246506016378
1023,Lame MP3 Compression V1,0,0.03425,0.1440071747346843
1023,Lame MP3 Compression V2,1,0.0595,0.12273921120625227
1023,Lame MP3 Compression V3,2,0.0805,0.10557109606884328
1023,Lame MP3 Compression V4,3,0.1945,0.08635305673592279
1023,Lame MP3 Compression V5,4,0.348,0.06931306186073327
1023,Lame MP3 Compression V6,5,0.5605,0.057269757212103096
1023,Lame MP3 Compression V7,6,0,0.04939036108560569
1023,Lame MP3 Compression V8,7,0,0.046507655185667615
1023,Lame MP3 Compression V9,8,0,0.036647733339027565
1024,Lame MP3 Compression V1,0,0.0425,0.15018344883815735
1024,Lame MP3 Compression V2,1,0.09175,0.1298817774154097
1024,Lame MP3 Compression V3,2,0.18575,0.11765185487158582
1024,Lame MP3 Compression V4,3,0.34675,0.10493273542600896
1024,Lame MP3 Compression V5,4,0.50875,0.08719934773746434
1024,Lame MP3 Compression V6,5,0.74525,0.07289033836119038
1024,Lame MP3 Compression V7,6,0.67625,0.06585813289849164
1024,Lame MP3 Compression V8,7,0.66175,0.06579698328577252
1024,Lame MP3 Compression V9,8,0.85775,0.0492916836526702
1025,Lame MP3 Compression V1,0,0.02775,0.14067604791697808
1025,Lame MP3 Compression V2,1,0.0655,0.11838312229079029
1025,Lame MP3 Compression V3,2,0.10225,0.10531485554440435
1025,Lame MP3 Compression V4,3,0.32925,0.08840298093143431
1025,Lame MP3 Compression V5,4,0.535,0.07187546710512267
1025,Lame MP3 Compression V6,5,0.637,0.06136960560312613
1025,Lame MP3 Compression V7,6,0.60175,0.05630885524545707
1025,Lame MP3 Compression V8,7,0.569,0.054707351967713695
1025,Lame MP3 Compression V9,8,0,0.04150562661484914
1026,Lame MP3 Compression V1,0,0.04275,0.15287403179779863
1026,Lame MP3 Compression V2,1,0.087,0.13379535262943335
1026,Lame MP3 Compression V3,2,0.101,0.12278842233999185
1026,Lame MP3 Compression V4,3,0.31525,0.1068895230330208
1026,Lame MP3 Compression V5,4,0.53,0.09209131675499388
1026,Lame MP3 Compression V6,5,0.75425,0.07888300040766409
1026,Lame MP3 Compression V7,6,0.75,0.06971055849979617
1026,Lame MP3 Compression V8,7,0.789,0.06775377089278435
1026,Lame MP3 Compression V9,8,0.88675,0.05274154097024052
1027,Lame MP3 Compression V1,0,0,0.1308601712189156
1027,Lame MP3 Compression V2,1,0,0.10199755401549124
1027,Lame MP3 Compression V3,2,0,0.07496942519364044
1027,Lame MP3 Compression V4,3,0,0.04696290256828373
1027,Lame MP3 Compression V5,4,0,0.046596004891969016
1027,Lame MP3 Compression V6,5,0,0.046596004891969016
1027,Lame MP3 Compression V7,6,0,0.04732980024459845
1027,Lame MP3 Compression V8,7,0,0.012963717896453323
1027,Lame MP3 Compression V9,8,0,0.012989196901752955
1028,Lame MP3 Compression V1,0,0.039,0.15195063099229142
1028,Lame MP3 Compression V2,1,0.04475,0.1358074779526382
1028,Lame MP3 Compression V3,2,0.08925,0.12837650274390894
1028,Lame MP3 Compression V4,3,0.2205,0.11684567914415665
1028,Lame MP3 Compression V5,4,0.46425,0.09583395614016357
1028,Lame MP3 Compression V6,5,0.6585,0.08558433516260597
1028,Lame MP3 Compression V7,6,0.6075,0.07917832205163247
1028,Lame MP3 Compression V8,7,0.9005,0.064060131109735
1028,Lame MP3 Compression V9,8,0.935,0.05581238922935662
1029,Lame MP3 Compression V1,0,0.04775,0.1364859355890746
1029,Lame MP3 Compression V2,1,0.07725,0.11129229514879739
1029,Lame MP3 Compression V3,2,0.158,0.09490419894007338
1029,Lame MP3 Compression V4,3,0.2385,0.08169588259274357
1029,Lame MP3 Compression V5,4,0.46625,0.06530778638401957
1029,Lame MP3 Compression V6,5,0,0.05197717081125153
1029,Lame MP3 Compression V7,6,0,0.04788014675907053
1029,Lame MP3 Compression V8,7,0.71725,0.04231553200163066
1029,Lame MP3 Compression V9,8,0,0.033657766000815326
1030,Lame MP3 Compression V1,0,0.03675,0.14039951080309826
1030,Lame MP3 Compression V2,1,0.06375,0.11960864247859763
1030,Lame MP3 Compression V3,2,0.084,0.10493273542600896
1030,Lame MP3 Compression V4,3,0.21525,0.08010599266204647
1030,Lame MP3 Compression V5,4,0.406,0.05821443130860171
1030,Lame MP3 Compression V6,5,0,0.05038728088055442
1030,Lame MP3 Compression V7,6,0.66275,0.048247044435385245
1030,Lame MP3 Compression V8,7,0.67125,0.04109253974724827
1030,Lame MP3 Compression V9,8,0,0.028490623726049734
1031,Lame MP3 Compression V1,0,0.07,0.15092566889453568
1031,Lame MP3 Compression V2,1,0.1155,0.13042642693942047
1031,Lame MP3 Compression V3,2,0.15325,0.11966432491298498
1031,Lame MP3 Compression V4,3,0.26075,0.10710853921547693
1031,Lame MP3 Compression V5,4,0.54625,0.08571245542482543
1031,Lame MP3 Compression V6,5,0.80875,0.06559757425636864
1031,Lame MP3 Compression V7,6,0.684,0.06380389058529606
1031,Lame MP3 Compression V8,7,0.727,0.05970404219427303
1031,Lame MP3 Compression V9,8,0,0.041922017467062415
1032,Lame MP3 Compression V1,0,0.0505,0.14993732228574924
1032,Lame MP3 Compression V2,1,0.07725,0.1286574739352432
1032,Lame MP3 Compression V3,2,0.11325,0.11398171645213563
1032,Lame MP3 Compression V4,3,0.228,0.0968599993885101
1032,Lame MP3 Compression V5,4,0.4925,0.07741462072339254
1032,Lame MP3 Compression V6,5,0.707,0.06408414100956981
1032,Lame MP3 Compression V7,6,0.6325,0.05998715871220228
1032,Lame MP3 Compression V8,7,0.65775,0.05430030268749809
1032,Lame MP3 Compression V9,8,0.77,0.0420042600462694
1033,Lame MP3 Compression V1,0,0.01725,0.14810702312570734
1033,Lame MP3 Compression V2,1,0.05125,0.12709530012171424
1033,Lame MP3 Compression V3,2,0.06475,0.11402703337532831
1033,Lame MP3 Compression V4,3,0.169,0.09762763981123615
1033,Lame MP3 Compression V5,4,0.474,0.07700027759390148
1033,Lame MP3 Compression V6,5,0.658,0.06546945399414918
