ITERATION,NUMBER_SAMPLES,FUNCTION_INDEX,OBJECTIVE_MEAN,OBJECTIVE_MIN,OBJECTIVE_MAX,CRITERION_INDEX,CRITERION_MEAN,CRITERION_MIN,CRITERION_MAX
0,100,0,-0.1650370244152345,-0.8488057791226313,0.0,0,0.10627500000000001,0.0,0.8769005483591964
0,100,0,-0.1650370244152345,-0.8488057791226313,0.0,1,2.0451551994411476E-6,0.0,0.5709588229173198
0,100,0,-0.1650370244152345,-0.8488057791226313,0.0,2,0.22379904883046897,0.0,0.8207110098860664
0,100,0,-0.1650370244152345,-0.8488057791226313,0.0,3,0.021064615255999994,0.0,0.5920201636151965
0,100,0,-0.1650370244152345,-0.8488057791226313,0.0,4,0.005716324032000002,0.0,0.5779332581451965
0,100,1,-0.19230751057316653,-0.8760762652805634,0.0,0,0.19212500000000007,0.0,0.9627505483591965
0,100,1,-0.19230751057316653,-0.8760762652805634,0.0,1,2.820781950964027E-6,0.0,0.5709595985440714
0,100,1,-0.19230751057316653,-0.8760762652805634,0.0,2,0.19249002114633296,0.0,0.7894019822019304
0,100,1,-0.19230751057316653,-0.8760762652805634,0.0,3,0.024566472864000006,0.0,0.5955220212231965
0,100,1,-0.19230751057316653,-0.8760762652805634,0.0,4,0.005902687955,0.0,0.5781196220681966
0,100,2,-0.22136476169975866,-0.8856282422275573,0.0,0,0.26838500000000004,0.0,1.0
0,100,2,-0.22136476169975866,-0.8856282422275573,0.0,1,3.3391871723065952E-6,0.0,0.5709601169492927
0,100,2,-0.22136476169975866,-0.8856282422275573,0.0,2,0.17434452339951725,0.0,0.7712564844551146
0,100,2,-0.22136476169975866,-0.8856282422275573,0.0,3,0.017438812736000005,0.0,0.5883943610951965
0,100,2,-0.22136476169975866,-0.8856282422275573,0.0,4,0.0037906187909999985,0.0,0.5760075529041965
0,100,3,-0.2763764692361869,-0.8742936997639856,0.0,0,0.4010775,0.0,1.0
0,100,3,-0.2763764692361869,-0.8742936997639856,0.0,1,4.147564397011363E-6,0.0,0.5709609253265174
